packet_index,byte_offset,packet_id,packet_type,frame_length,time_seconds,status,uptime,filtered_accel_x,filtered_accel_y,filtered_accel_z,gyro_x,gyro_y,gyro_z,fc_status,fc_uptime,current_sense_ch1,current_sense_ch2,current_sense_ch3,iris_battery_voltage,command_value,mcu_temperature,orientation_x,orientation_y,orientation_z,orientation_w,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,latitude,longitude,gps_altitude,barometric_altitude,witness_battery_voltage,raw_packet_hex
79,95542,0xFF,heartbeat,8,3372217.856,44543,3372217856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff ad ff c8 ff f6 00 0a
80,95924,0xFF,heartbeat,8,2617104.127,46591,2617104127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff b5 ff 9b fd d6 ff 0a
81,98769,0x01,sensors,23,3.505,32931,3505,176.79056,-199.22944,52.14556,1361.99,1845.76,0.56,,,,,,,,,,,,,,,,,,,,,,,,01 80 a3 00 00 0d b1 43 70 b4 b4 00 00 13 e4 57 4c 01 67 00 00 08 0a
82,104748,0xFF,heartbeat,8,2163725.056,61184,2163725056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff ef 00 80 f7 d3 00 0a
83,110325,0x03,camera,19,4292280.34,37,157548545,,,,,,,65399,4292280340,12.8,16.8,0.0,0.014,,,,,,,,,,,,,,,,,,03 ff 77 ff d7 00 14 00 25 09 64 00 01 80 a8 00 00 0e 0a
84,111057,0x01,sensors,23,3.598,33039,3598,176.6964,52.4288,52.22748,1361.99,1827.84,0.63,,,,,,,,,,,,,,,,,,,,,,,,01 81 0f 00 00 0e 0e 43 67 82 14 00 00 13 ec 57 4c 01 66 00 00 09 0a
85,118533,0x03,camera,19,4292345.875,36,163315713,,,,,,,65400,4292345875,12.8,15.8,0.0,0.014,,,,,,,,,,,,,,,,,,03 ff 78 ff d8 00 13 00 24 09 bc 00 01 80 9e 00 00 0e 0a
86,123345,0x01,sensors,23,3.61,32926,3610,176.79492,-264.76544,52.14556,1361.99,1989.12,0.7,,,,,,,,,,,,,,,,,,,,,,,,01 80 9e 00 00 0e 1a 43 71 21 9b 00 00 13 e4 57 4c 01 6f 00 00 0a 0a
87,124524,0xFF,heartbeat,8,2113394.176,61440,2113394176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff f0 00 7d f7 d6 00 0a
88,126309,0x05,command,10,4292280.34,65400,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 78 ff d7 00 14 00 25 0a
89,126552,0xFF,heartbeat,8,335553.802,55296,335553802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff d8 00 14 00 25 0a 0a
90,126600,0xFF,heartbeat,8,335554.058,55296,335554058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff d8 00 14 00 26 0a 0a
91,126741,0x05,command,10,4292280.34,65398,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 76 ff d7 00 14 00 25 0a
92,127125,0x05,command,10,4292280.339,65405,4292280339,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7d ff d7 00 13 00 25 0a
93,128229,0x05,command,10,4292345.875,65401,4292345875,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 79 ff d8 00 13 00 25 0a
94,128277,0x05,command,10,4292345.874,65402,4292345874,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,05 ff 7a ff d8 00 12 00 28 0a
95,128709,0x05,command,10,4292280.34,65400,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 78 ff d7 00 14 00 25 0a
96,129429,0x05,command,10,4292280.341,65401,4292280341,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,05 ff 79 ff d7 00 15 00 24 0a
97,130725,0x05,command,10,4292280.34,65401,4292280340,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,05 ff 79 ff d7 00 14 00 27 0a
98,130965,0x05,command,10,4292280.34,65399,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 77 ff d7 00 14 00 25 0a
99,131157,0x05,command,10,4292280.34,65404,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7c ff d7 00 14 00 25 0a
100,131541,0x05,command,10,4292280.34,65402,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7a ff d7 00 14 00 25 0a
101,132933,0x05,command,10,4292345.876,65400,4292345876,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 78 ff d8 00 14 00 25 0a
102,133701,0x05,command,10,4292280.34,65401,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 79 ff d7 00 14 00 25 0a
103,133941,0x05,command,10,4292345.876,65401,4292345876,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 79 ff d8 00 14 00 25 0a
104,134181,0x05,command,10,4292345.876,65400,4292345876,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 78 ff d8 00 14 00 25 0a
105,134325,0x05,command,10,4292280.34,65399,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 77 ff d7 00 14 00 25 0a
106,135045,0x05,command,10,4294049.785,65403,4294049785,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,05 ff 7b ff f1 ff f9 00 1c 0a
107,135189,0x05,command,10,4292345.875,65403,4292345875,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7b ff d8 00 13 00 25 0a
108,135237,0x05,command,10,4292345.876,65401,4292345876,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,05 ff 79 ff d8 00 14 00 24 0a
109,135429,0x05,command,10,4292345.876,65401,4292345876,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 79 ff d8 00 14 00 25 0a
110,135477,0x05,command,10,4292280.34,65399,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 77 ff d7 00 14 00 25 0a
111,135633,0x01,sensors,23,3.66,32930,3660,176.79144,233.30816,52.18652,1361.99,1971.2,0.77,,,,,,,,,,,,,,,,,,,,,,,,01 80 a2 00 00 0e 4c 43 70 ca 59 00 00 13 e8 57 4c 01 6e 00 00 0b 0a
112,136101,0x05,command,10,4292280.341,65400,4292280341,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 78 ff d7 00 15 00 25 0a
113,136149,0x05,command,10,4292280.341,65400,4292280341,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 78 ff d7 00 15 00 25 0a
114,136533,0x05,command,10,4292345.877,65401,4292345877,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 79 ff d8 00 15 00 25 0a
115,136677,0x05,command,10,4292280.341,65400,4292280341,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 78 ff d7 00 15 00 25 0a
116,136773,0x05,command,10,4292280.341,65403,4292280341,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7b ff d7 00 15 00 25 0a
117,136917,0x05,command,10,4292345.874,65404,4292345874,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,05 ff 7c ff d8 00 12 00 28 0a
118,137781,0x05,command,10,4292345.876,65401,4292345876,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,05 ff 79 ff d8 00 14 00 24 0a
119,138405,0x05,command,10,4292280.34,65403,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7b ff d7 00 14 00 25 0a
120,138549,0x05,command,10,4292214.804,65403,4292214804,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7b ff d6 00 14 00 25 0a
121,138597,0x05,command,10,4292280.34,65399,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 77 ff d7 00 14 00 25 0a
122,139173,0x05,command,10,4292280.34,65403,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7b ff d7 00 14 00 25 0a
123,139269,0x05,command,10,4292345.879,65400,4292345879,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,05 ff 78 ff d8 00 17 00 23 0a
124,139797,0x05,command,10,4294705.152,65401,4294705152,,,,,,,,,,,,,65535,,,,,,,,,,,,,,,,,05 ff 79 ff fc 00 00 ff ff 0a
125,139893,0x05,command,10,4293066.754,65401,4293066754,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,05 ff 79 ff e3 00 02 00 29 0a
126,139989,0x05,command,10,4292345.876,65399,4292345876,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,05 ff 77 ff d8 00 14 00 24 0a
127,140037,0x05,command,10,4292345.876,65402,4292345876,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7a ff d8 00 14 00 25 0a
128,140613,0x05,command,10,4292214.804,65401,4292214804,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 79 ff d6 00 14 00 25 0a
129,140805,0x05,command,10,4292280.34,65401,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 79 ff d7 00 14 00 25 0a
130,141141,0x05,command,10,4292280.339,65403,4292280339,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7b ff d7 00 13 00 25 0a
131,141285,0x05,command,10,4292280.341,65401,4292280341,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,05 ff 79 ff d7 00 15 00 26 0a
132,141381,0x05,command,10,4292280.34,65399,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 77 ff d7 00 14 00 25 0a
133,141429,0x05,command,10,4292280.34,65400,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 78 ff d7 00 14 00 25 0a
134,142245,0x05,command,10,4294180.855,65401,4294180855,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,05 ff 79 ff f3 ff f7 00 19 0a
135,142341,0x05,command,10,4292345.875,65399,4292345875,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 77 ff d8 00 13 00 25 0a
136,142533,0x05,command,10,4292345.877,65401,4292345877,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 79 ff d8 00 15 00 25 0a
137,142725,0x05,command,10,4292280.339,65401,4292280339,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 79 ff d7 00 13 00 25 0a
138,142821,0x05,command,10,4292280.34,65402,4292280340,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,05 ff 7a ff d7 00 14 00 24 0a
139,142869,0x05,command,10,4292280.34,65402,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7a ff d7 00 14 00 25 0a
140,143445,0x05,command,10,4292345.877,65403,4292345877,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7b ff d8 00 15 00 25 0a
141,143541,0x05,command,10,4292280.34,65402,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7a ff d7 00 14 00 25 0a
142,143733,0x05,command,10,4292345.877,65402,4292345877,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7a ff d8 00 15 00 25 0a
143,143877,0x05,command,10,4292280.34,65402,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7a ff d7 00 14 00 25 0a
144,144261,0x05,command,10,4292280.341,65401,4292280341,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,05 ff 79 ff d7 00 15 00 26 0a
145,144693,0x05,command,10,4293197.825,65399,4293197825,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,05 ff 77 ff e5 00 01 00 28 0a
146,144789,0x05,command,10,4292280.339,65405,4292280339,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7d ff d7 00 13 00 25 0a
147,145077,0x05,command,10,4292345.878,65401,4292345878,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 79 ff d8 00 16 00 25 0a
148,145797,0x05,command,10,4292476.948,65399,4292476948,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 77 ff da 00 14 00 25 0a
149,145893,0x05,command,10,4292345.876,65402,4292345876,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,05 ff 7a ff d8 00 14 00 24 0a
150,146085,0x05,command,10,4292149.267,65400,4292149267,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 78 ff d5 00 13 00 25 0a
151,146181,0x05,command,10,4292280.341,65404,4292280341,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7c ff d7 00 15 00 25 0a
152,146565,0x05,command,10,4292214.804,65398,4292214804,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,05 ff 76 ff d6 00 14 00 26 0a
153,146661,0x05,command,10,4292345.876,65401,4292345876,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 79 ff d8 00 14 00 25 0a
154,146709,0x05,command,10,4292345.877,65399,4292345877,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 77 ff d8 00 15 00 25 0a
155,146757,0x05,command,10,4292345.877,65399,4292345877,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 77 ff d8 00 15 00 25 0a
156,146805,0x05,command,10,4292345.877,65399,4292345877,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 77 ff d8 00 15 00 25 0a
157,146853,0x05,command,10,4292345.877,65399,4292345877,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 77 ff d8 00 15 00 25 0a
158,146901,0x05,command,10,4292345.877,65399,4292345877,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 77 ff d8 00 15 00 25 0a
159,146949,0x05,command,10,4292345.877,65399,4292345877,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 77 ff d8 00 15 00 25 0a
160,147141,0x05,command,10,4292411.411,65400,4292411411,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 78 ff d9 00 13 00 25 0a
161,147765,0x05,command,10,4292280.34,65399,4292280340,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,05 ff 77 ff d7 00 14 00 26 0a
162,147921,0x01,sensors,23,3.697,32932,3697,176.78972,39.3216,52.14556,1361.99,1989.12,0.84,,,,,,,,,,,,,,,,,,,,,,,,01 80 a4 00 00 0e 71 43 70 9f 0f 00 00 13 e4 57 4c 01 6f 00 00 0c 0a
163,148005,0x05,command,10,4292280.341,65400,4292280341,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 78 ff d7 00 15 00 25 0a
164,148197,0x05,command,10,4292280.341,65402,4292280341,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7a ff d7 00 15 00 25 0a
165,148533,0x05,command,10,4292280.34,65398,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 76 ff d7 00 14 00 25 0a
166,148629,0x05,command,10,4292345.877,65398,4292345877,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 76 ff d8 00 15 00 25 0a
167,148869,0x05,command,10,4292149.273,65404,4292149273,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,05 ff 7c ff d5 00 19 00 22 0a
168,149013,0x05,command,10,4292214.807,65401,4292214807,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,05 ff 79 ff d6 00 17 00 23 0a
169,149061,0x05,command,10,4292214.804,65402,4292214804,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7a ff d6 00 14 00 25 0a
170,149733,0x05,command,10,4292345.876,65400,4292345876,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 78 ff d8 00 14 00 25 0a
171,150117,0x05,command,10,4292345.876,65400,4292345876,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 78 ff d8 00 14 00 25 0a
172,150405,0x05,command,10,4292280.34,65399,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 77 ff d7 00 14 00 25 0a
173,150597,0x05,command,10,4292280.34,65403,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7b ff d7 00 14 00 25 0a
174,150789,0x05,command,10,4292280.34,65404,4292280340,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,05 ff 7c ff d7 00 14 00 26 0a
175,150885,0x05,command,10,4292280.34,65405,4292280340,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,05 ff 7d ff d7 00 14 00 24 0a
176,151029,0x05,command,10,4292280.34,65399,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 77 ff d7 00 14 00 25 0a
177,151125,0x05,command,10,4292280.339,65400,4292280339,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,05 ff 78 ff d7 00 13 00 26 0a
178,151317,0x05,command,10,4292280.338,65400,4292280338,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,05 ff 78 ff d7 00 12 00 28 0a
179,151797,0x05,command,10,4294770.689,65400,4294770689,,,,,,,,,,,,,65534,,,,,,,,,,,,,,,,,05 ff 78 ff fd 00 01 ff fe 0a
180,151941,0x05,command,10,4292280.339,65399,4292280339,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 77 ff d7 00 13 00 25 0a
181,152373,0x05,command,10,4292280.341,65403,4292280341,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,05 ff 7b ff d7 00 15 00 24 0a
182,152421,0x05,command,10,4292280.34,65402,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7a ff d7 00 14 00 25 0a
183,152469,0x05,command,10,4292280.339,65400,4292280339,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 78 ff d7 00 13 00 25 0a
184,152517,0x05,command,10,4292280.341,65400,4292280341,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,05 ff 78 ff d7 00 15 00 24 0a
185,153189,0x05,command,10,4292280.341,65403,4292280341,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7b ff d7 00 15 00 25 0a
186,153765,0x05,command,10,4292280.341,65400,4292280341,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,05 ff 78 ff d7 00 15 00 27 0a
187,155253,0x05,command,10,4292083.729,65401,4292083729,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 79 ff d4 00 11 00 25 0a
188,155301,0x05,command,10,4292280.34,65400,4292280340,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 78 ff d7 00 14 00 25 0a
189,156261,0x05,command,10,4292214.802,65403,4292214802,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,05 ff 7b ff d6 00 12 00 25 0a
190,156305,0xE1,iris_debug,14,65.403,5,65403,,,,,,,,,1.8,0.0,3.8,55.04,,-1,,,,,,,,,,,,,,,,e1 00 05 00 00 ff 7b ff d7 00 12 00 26 0a
191,156353,0xE1,iris_debug,14,65.403,5,65403,,,,,,,,,1.8,0.0,3.8,55.04,,-1,,,,,,,,,,,,,,,,e1 00 05 00 00 ff 7b ff d7 00 12 00 26 0a
192,156401,0xE1,iris_debug,14,65.403,5,65403,,,,,,,,,1.8,0.0,3.8,55.04,,-1,,,,,,,,,,,,,,,,e1 00 05 00 00 ff 7b ff d7 00 12 00 26 0a
193,156449,0xE1,iris_debug,14,65.403,5,65403,,,,,,,,,1.8,0.0,3.8,55.04,,-1,,,,,,,,,,,,,,,,e1 00 05 00 00 ff 7b ff d7 00 12 00 26 0a
194,156497,0xE1,iris_debug,14,65.403,5,65403,,,,,,,,,1.8,0.0,3.8,55.04,,-1,,,,,,,,,,,,,,,,e1 00 05 00 00 ff 7b ff d7 00 12 00 26 0a
