packet_index,byte_offset,packet_id,packet_type,frame_length,time_seconds,record_version,status_byte0,heartbeat_phase,low_g_valid,gyro_valid,imu_temperature_valid,flash_init_failed,high_g_valid,barometer_valid,logging_failed,sequence,uptime,low_accel_x,low_accel_y,low_accel_z,high_accel_x,high_accel_y,high_accel_z,gyro_x,gyro_y,gyro_z,lsm6_temperature,pressure,ms5607_temperature,barometric_altitude,witness_battery_voltage,raw_packet_hex
337,16176,WL,flash_sample,48,24.338,1,102,0,1,1,0,0,1,1,0,771,24338,0.018056,0.037576,-1.021384,0.010417,-0.020834,-1.35421,-0.77,-0.14,0.77,38.03515625,98311,38.68,254.007080078,4.98,57 4c 01 66 00 00 03 03 00 00 5f 12 00 25 00 4d f7 d3 00 01 ff fe ff 7e ff f5 ff fe 00 0b 0d 09 00 01 80 07 00 00 0f 1c 43 7e 01 d0 00 00 13 74
338,16224,WL,flash_sample,48,24.358,1,110,0,1,1,1,0,1,1,0,772,24358,0.017568,0.037088,-1.022848,0.0,-0.041668,-1.385461,-1.61,-0.14,2.45,38.03515625,98349,38.78,250.76499939,4.98,57 4c 01 6e 00 00 03 04 00 00 5f 26 00 24 00 4c f7 d0 00 00 ff fc ff 7b ff e9 ff fe 00 23 0d 09 00 01 80 2d 00 00 0f 26 43 7a c3 d7 00 00 13 74
339,16272,WL,flash_sample,48,24.378,1,110,0,1,1,1,0,1,1,0,773,24378,0.01708,0.037576,-1.022848,0.0,0.010417,-1.385461,-2.59,0.77,3.15,38.04296875,98350,38.84,250.680450439,4.98,57 4c 01 6e 00 00 03 05 00 00 5f 3a 00 23 00 4d f7 d0 00 00 00 01 ff 7b ff db 00 0b 00 2d 0d 0b 00 01 80 2e 00 00 0f 2c 43 7a ae 32 00 00 13 74
340,16320,WL,flash_sample,48,24.398,1,110,0,1,1,1,0,1,1,0,774,24398,0.017568,0.037088,-1.022848,0.052085,-0.010417,-1.364627,-2.87,1.33,2.66,38.0703125,98354,38.89,250.339599609,4.98,57 4c 01 6e 00 00 03 06 00 00 5f 4e 00 24 00 4c f7 d0 00 05 ff ff ff 7d ff d7 00 13 00 26 0d 12 00 01 80 32 00 00 0f 31 43 7a 56 f0 00 00 13 74
341,16368,WL,flash_sample,48,24.418,1,110,0,1,1,1,0,1,1,0,775,24418,0.017568,0.038064,-1.022848,0.052085,-0.020834,-1.375044,-2.87,1.4,2.66,38.078125,98352,38.94,250.50869751,4.98,57 4c 01 6e 00 00 03 07 00 00 5f 62 00 24 00 4e f7 d0 00 05 ff fe ff 7c ff d7 00 14 00 26 0d 14 00 01 80 30 00 00 0f 36 43 7a 82 3a 00 00 13 74
342,16416,WL,flash_sample,48,24.438,1,102,0,1,1,0,0,1,1,0,776,24438,0.018056,0.037088,-1.022848,0.041668,0.0,-1.406295,-2.94,1.47,2.66,38.0625,98352,38.99,250.50869751,5.104,57 4c 01 66 00 00 03 08 00 00 5f 76 00 25 00 4c f7 d0 00 04 00 00 ff 79 ff d6 00 15 00 26 0d 10 00 01 80 30 00 00 0f 3b 43 7a 82 3a 00 00 13 f0
343,16464,WL,flash_sample,48,24.458,1,102,0,1,1,0,0,1,1,0,777,24458,0.018056,0.037088,-1.022848,0.020834,0.031251,-1.385461,-2.8,2.45,0.56,38.0703125,98315,38.99,253.666213989,5.104,57 4c 01 66 00 00 03 09 00 00 5f 8a 00 25 00 4c f7 d0 00 02 00 03 ff 7b ff d8 00 23 00 08 0d 12 00 01 80 0b 00 00 0f 3b 43 7d aa 8d 00 00 13 f0
344,16512,WL,flash_sample,48,24.478,1,110,0,1,1,1,0,1,1,0,778,24478,0.017568,0.038064,-1.02236,0.052085,0.020834,-1.406295,-1.4,0.84,0.77,38.0625,98316,39.02,253.579025269,5.104,57 4c 01 6e 00 00 03 0a 00 00 5f 9e 00 24 00 4e f7 d1 00 05 00 02 ff 79 ff ec 00 0c 00 0b 0d 10 00 01 80 0c 00 00 0f 3e 43 7d 94 3b 00 00 13 f0
345,16560,WL,flash_sample,48,24.498,1,110,0,1,1,1,0,1,1,0,779,24498,0.017568,0.0366,-1.023336,0.041668,0.020834,-1.364627,-1.33,0.63,0.77,38.0546875,98323,39.04,252.981872559,5.104,57 4c 01 6e 00 00 03 0b 00 00 5f b2 00 24 00 4b f7 cf 00 04 00 02 ff 7d ff ed 00 09 00 0b 0d 0e 00 01 80 13 00 00 0f 40 43 7c fb 5c 00 00 13 f0
346,16608,WL,flash_sample,48,24.518,1,110,0,1,1,1,0,1,1,0,780,24518,0.017568,0.037088,-1.02236,0.031251,-0.020834,-1.385461,-1.26,0.63,0.84,38.04296875,98321,39.07,253.153625488,5.104,57 4c 01 6e 00 00 03 0c 00 00 5f c6 00 24 00 4c f7 d1 00 03 ff fe ff 7b ff ee 00 09 00 0c 0d 0b 00 01 80 11 00 00 0f 43 43 7d 27 54 00 00 13 f0
347,16656,WL,flash_sample,48,24.538,1,102,0,1,1,0,0,1,1,0,781,24538,0.018056,0.037576,-1.02236,-0.010417,0.010417,-1.364627,-1.33,0.49,0.77,38.0546875,98320,39.09,253.238174438,4.964,57 4c 01 66 00 00 03 0d 00 00 5f da 00 25 00 4d f7 d1 ff ff 00 01 ff 7d ff ed 00 07 00 0b 0d 0e 00 01 80 10 00 00 0f 45 43 7d 3c f9 00 00 13 64
348,16704,WL,flash_sample,48,24.558,1,102,0,1,1,0,0,1,1,0,782,24558,0.01708,0.037088,-1.02236,0.031251,0.052085,-1.406295,-1.54,-0.28,2.38,38.04296875,98363,39.16,249.57069397,4.964,57 4c 01 66 00 00 03 0e 00 00 5f ee 00 23 00 4c f7 d1 00 03 00 05 ff 79 ff ea ff fc 00 22 0d 0b 00 01 80 3b 00 00 0f 4c 43 79 92 19 00 00 13 64
349,16752,WL,flash_sample,48,24.578,1,102,0,1,1,0,0,1,1,0,783,24578,0.018056,0.037576,-1.022848,0.020834,0.010417,-1.364627,-2.45,0.49,3.22,38.09375,98360,39.2,249.82699585,4.964,57 4c 01 66 00 00 03 0f 00 00 60 02 00 25 00 4d f7 d0 00 02 00 01 ff 7d ff dd 00 07 00 2e 0d 18 00 01 80 38 00 00 0f 50 43 79 d3 b6 00 00 13 64
350,16800,WL,flash_sample,48,24.598,1,110,0,1,1,1,0,1,1,0,784,24598,0.016592,0.037576,-1.022848,0.031251,0.0,-1.375044,-2.94,1.4,2.66,38.078125,98360,39.23,249.82699585,4.964,57 4c 01 6e 00 00 03 10 00 00 60 16 00 22 00 4d f7 d0 00 03 00 00 ff 7c ff d6 00 14 00 26 0d 14 00 01 80 38 00 00 0f 53 43 79 d3 b6 00 00 13 64
351,16848,WL,flash_sample,48,24.618,1,110,0,1,1,1,0,1,1,0,785,24618,0.018544,0.037576,-1.022848,0.052085,0.010417,-1.385461,-2.94,1.47,2.66,38.12109375,98360,39.26,249.82699585,4.964,57 4c 01 6e 00 00 03 11 00 00 60 2a 00 26 00 4d f7 d0 00 05 00 01 ff 7b ff d6 00 15 00 26 0d 1f 00 01 80 38 00 00 0f 56 43 79 d3 b6 00 00 13 64
352,16896,WL,flash_sample,48,24.638,1,110,0,1,1,1,0,1,1,0,786,24638,0.017568,0.037576,-1.023336,0.062502,0.010417,-1.406295,-2.94,1.4,2.73,38.078125,98361,39.28,249.742446899,5.096,57 4c 01 6e 00 00 03 12 00 00 60 3e 00 24 00 4d f7 cf 00 06 00 01 ff 79 ff d6 00 14 00 27 0d 14 00 01 80 39 00 00 0f 58 43 79 be 11 00 00 13 e8
353,16944,WL,flash_sample,48,24.658,1,102,0,1,1,0,0,1,1,0,787,24658,0.018056,0.0366,-1.022848,0.010417,0.010417,-1.385461,-2.94,1.4,2.66,38.0859375,98364,39.31,249.48614502,5.096,57 4c 01 66 00 00 03 13 00 00 60 52 00 25 00 4b f7 d0 00 01 00 01 ff 7b ff d6 00 14 00 26 0d 16 00 01 80 3c 00 00 0f 5b 43 79 7c 74 00 00 13 e8
354,16992,WL,flash_sample,48,24.678,1,102,0,1,1,0,0,1,1,0,788,24678,0.017568,0.037088,-1.023336,0.072919,-0.041668,-1.375044,-2.87,1.47,2.66,38.078125,98363,39.33,249.57069397,5.096,57 4c 01 66 00 00 03 14 00 00 60 66 00 24 00 4c f7 cf 00 07 ff fc ff 7c ff d7 00 15 00 26 0d 14 00 01 80 3b 00 00 0f 5d 43 79 92 19 00 00 13 e8
355,17040,WL,flash_sample,48,24.698,1,102,0,1,1,0,0,1,1,0,789,24698,0.016592,0.037088,-1.02236,0.062502,0.020834,-1.385461,-2.94,1.4,2.66,38.109375,98364,39.35,249.48614502,5.096,57 4c 01 66 00 00 03 15 00 00 60 7a 00 22 00 4c f7 d1 00 06 00 02 ff 7b ff d6 00 14 00 26 0d 1c 00 01 80 3c 00 00 0f 5f 43 79 7c 74 00 00 13 e8
356,17088,WL,flash_sample,48,24.718,1,110,0,1,1,1,0,1,1,0,790,24718,0.016592,0.037088,-1.023336,0.052085,-0.010417,-1.395878,-2.94,1.4,2.66,38.1015625,98364,39.37,249.48614502,5.096,57 4c 01 6e 00 00 03 16 00 00 60 8e 00 22 00 4c f7 cf 00 05 ff ff ff 7a ff d6 00 14 00 26 0d 1a 00 01 80 3c 00 00 0f 61 43 79 7c 74 00 00 13 e8
357,17136,WL,flash_sample,48,24.738,1,110,0,1,1,1,0,1,1,0,791,24738,0.017568,0.037576,-1.023336,0.031251,-0.020834,-1.364627,-2.94,1.47,2.66,38.1015625,98363,39.39,249.57069397,5.076,57 4c 01 6e 00 00 03 17 00 00 60 a2 00 24 00 4d f7 cf 00 03 ff fe ff 7d ff d6 00 15 00 26 0d 1a 00 01 80 3b 00 00 0f 63 43 79 92 19 00 00 13 d4
358,17184,WL,flash_sample,48,24.758,1,110,0,1,1,1,0,1,1,0,792,24758,0.01708,0.037576,-1.023824,0.020834,0.0,-1.395878,-2.94,1.47,2.66,38.1328125,98368,39.41,249.145294189,5.076,57 4c 01 6e 00 00 03 18 00 00 60 b6 00 23 00 4d f7 ce 00 02 00 00 ff 7a ff d6 00 15 00 26 0d 22 00 01 80 40 00 00 0f 65 43 79 25 32 00 00 13 d4
359,17232,WL,flash_sample,48,24.778,1,102,0,1,1,0,0,1,1,0,793,24778,0.017568,0.037576,-1.022848,0.0,0.031251,-1.385461,-2.94,1.4,2.66,38.12109375,98365,39.42,249.401596069,5.076,57 4c 01 66 00 00 03 19 00 00 60 ca 00 24 00 4d f7 d0 00 00 00 03 ff 7b ff d6 00 14 00 26 0d 1f 00 01 80 3d 00 00 0f 66 43 79 66 cf 00 00 13 d4
360,17280,WL,flash_sample,48,24.798,1,102,0,1,1,0,0,1,1,0,794,24798,0.016592,0.037576,-1.023336,0.031251,0.062502,-1.385461,-2.94,1.47,2.66,38.1171875,98369,39.44,249.060745239,5.076,57 4c 01 66 00 00 03 1a 00 00 60 de 00 22 00 4d f7 cf 00 03 00 06 ff 7b ff d6 00 15 00 26 0d 1e 00 01 80 41 00 00 0f 68 43 79 0f 8d 00 00 13 d4
361,17328,WL,flash_sample,48,24.818,1,102,0,1,1,0,0,1,1,0,795,24818,0.017568,0.037088,-1.022848,-0.020834,-0.010417,-1.364627,-2.94,1.47,2.59,38.0859375,98363,39.45,249.57069397,5.076,57 4c 01 66 00 00 03 1b 00 00 60 f2 00 24 00 4c f7 d0 ff fe ff ff ff 7d ff d6 00 15 00 25 0d 16 00 01 80 3b 00 00 0f 69 43 79 92 19 00 00 13 d4
362,17376,WL,flash_sample,48,24.838,1,110,0,1,1,1,0,1,1,0,796,24838,0.017568,0.0366,-1.02236,0.031251,0.010417,-1.35421,-2.94,1.4,2.66,38.0859375,98365,39.46,249.401596069,5.104,57 4c 01 6e 00 00 03 1c 00 00 61 06 00 24 00 4b f7 d1 00 03 00 01 ff 7e ff d6 00 14 00 26 0d 16 00 01 80 3d 00 00 0f 6a 43 79 66 cf 00 00 13 f0
363,17424,WL,flash_sample,48,24.858,1,110,0,1,1,1,0,1,1,0,797,24858,0.017568,0.0366,-1.022848,0.020834,0.020834,-1.406295,-2.94,1.47,2.66,38.125,98370,39.48,248.97354126,5.104,57 4c 01 6e 00 00 03 1d 00 00 61 1a 00 24 00 4b f7 d0 00 02 00 02 ff 79 ff d6 00 15 00 26 0d 20 00 01 80 42 00 00 0f 6c 43 78 f9 3a 00 00 13 f0
364,17472,WL,flash_sample,48,24.878,1,110,0,1,1,1,0,1,1,0,798,24878,0.01708,0.037088,-1.023336,0.020834,0.0,-1.395878,-2.87,1.4,2.66,38.12890625,98366,39.49,249.31439209,5.104,57 4c 01 6e 00 00 03 1e 00 00 61 2e 00 23 00 4c f7 cf 00 02 00 00 ff 7a ff d7 00 14 00 26 0d 21 00 01 80 3e 00 00 0f 6d 43 79 50 7c 00 00 13 f0
365,17520,WL,flash_sample,48,24.898,1,102,0,1,1,0,0,1,1,0,799,24898,0.01708,0.038064,-1.023824,0.031251,-0.010417,-1.416712,-3.01,1.47,2.66,38.13671875,98367,39.5,249.22984314,5.104,57 4c 01 66 00 00 03 1f 00 00 61 42 00 23 00 4e f7 ce 00 03 ff ff ff 78 ff d5 00 15 00 26 0d 23 00 01 80 3f 00 00 0f 6e 43 79 3a d7 00 00 13 f0
366,17568,WL,flash_sample,48,24.918,1,102,0,1,1,0,0,1,1,0,800,24918,0.01708,0.037576,-1.022848,0.041668,0.0,-1.385461,-2.94,1.26,2.87,38.13671875,98361,39.51,249.742446899,5.104,57 4c 01 66 00 00 03 20 00 00 61 56 00 23 00 4d f7 d0 00 04 00 00 ff 7b ff d6 00 12 00 29 0d 23 00 01 80 39 00 00 0f 6f 43 79 be 11 00 00 13 f0
367,17616,WL,flash_sample,48,24.938,1,110,0,1,1,1,0,1,1,0,801,24938,0.017568,0.037576,-1.02236,0.062502,0.020834,-1.375044,-2.94,1.47,2.66,38.14453125,98365,39.52,249.401596069,5.092,57 4c 01 6e 00 00 03 21 00 00 61 6a 00 24 00 4d f7 d1 00 06 00 02 ff 7c ff d6 00 15 00 26 0d 25 00 01 80 3d 00 00 0f 70 43 79 66 cf 00 00 13 e4
368,17664,WL,flash_sample,48,24.958,1,110,0,1,1,1,0,1,1,0,802,24958,0.016592,0.037576,-1.02236,0.052085,-0.010417,-1.385461,-2.94,1.47,2.73,38.13671875,98369,39.53,249.060745239,5.092,57 4c 01 6e 00 00 03 22 00 00 61 7e 00 22 00 4d f7 d1 00 05 ff ff ff 7b ff d6 00 15 00 27 0d 23 00 01 80 41 00 00 0f 71 43 79 0f 8d 00 00 13 e4
369,17712,WL,flash_sample,48,24.978,1,110,0,1,1,1,0,1,1,0,803,24978,0.01708,0.037088,-1.022848,0.031251,0.0,-1.406295,-2.94,1.4,2.66,38.12109375,98370,39.54,248.97354126,5.092,57 4c 01 6e 00 00 03 23 00 00 61 92 00 23 00 4c f7 d0 00 03 00 00 ff 79 ff d6 00 14 00 26 0d 1f 00 01 80 42 00 00 0f 72 43 78 f9 3a 00 00 13 e4
370,17760,WL,flash_sample,48,24.998,1,110,0,1,1,1,0,1,1,0,804,24998,0.017568,0.037576,-1.023336,0.010417,0.0,-1.385461,-2.94,1.47,2.66,38.13671875,98369,39.55,249.060745239,5.092,57 4c 01 6e 00 00 03 24 00 00 61 a6 00 24 00 4d f7 cf 00 01 00 00 ff 7b ff d6 00 15 00 26 0d 23 00 01 80 41 00 00 0f 73 43 79 0f 8d 00 00 13 e4
371,17808,WL,flash_sample,48,25.018,1,110,0,1,1,1,0,1,1,0,805,25018,0.017568,0.037088,-1.02236,0.020834,0.0,-1.385461,-2.94,1.47,2.73,38.16015625,98369,39.55,249.060745239,5.092,57 4c 01 6e 00 00 03 25 00 00 61 ba 00 24 00 4c f7 d1 00 02 00 00 ff 7b ff d6 00 15 00 27 0d 29 00 01 80 41 00 00 0f 73 43 79 0f 8d 00 00 13 e4
372,17856,WL,flash_sample,48,25.038,1,110,0,1,1,1,0,1,1,0,806,25038,0.017568,0.037088,-1.02236,0.020834,0.0,-1.385461,-2.94,1.47,2.73,38.16015625,98369,39.55,249.060745239,5.092,57 4c 01 6e 00 00 03 26 00 00 61 ce 00 24 00 4c f7 d1 00 02 00 00 ff 7b ff d6 00 15 00 27 0d 29 00 01 80 41 00 00 0f 73 43 79 0f 8d 00 00 13 e4
373,17904,WL,flash_sample,48,25.058,1,110,0,1,1,1,0,1,1,0,807,25058,0.017568,0.037088,-1.02236,0.020834,0.0,-1.385461,-2.94,1.47,2.73,38.16015625,98369,39.55,249.060745239,5.092,57 4c 01 6e 00 00 03 27 00 00 61 e2 00 24 00 4c f7 d1 00 02 00 00 ff 7b ff d6 00 15 00 27 0d 29 00 01 80 41 00 00 0f 73 43 79 0f 8d 00 00 13 e4
374,17952,WL,flash_sample,48,25.078,1,110,0,1,1,1,0,1,1,0,808,25078,0.017568,0.037088,-1.02236,0.020834,0.0,-1.385461,-2.94,1.47,2.73,38.16015625,98369,39.55,249.060745239,5.092,57 4c 01 6e 00 00 03 28 00 00 61 f6 00 24 00 4c f7 d1 00 02 00 00 ff 7b ff d6 00 15 00 27 0d 29 00 01 80 41 00 00 0f 73 43 79 0f 8d 00 00 13 e4
375,18000,WL,flash_sample,48,25.098,1,110,0,1,1,1,0,1,1,0,809,25098,0.017568,0.037088,-1.020896,0.052085,0.031251,-1.385461,-0.49,-0.98,1.19,38.12890625,98373,39.55,248.71723938,5.096,57 4c 01 6e 00 00 03 29 00 00 62 0a 00 24 00 4c f7 d4 00 05 00 03 ff 7b ff f9 ff f2 00 11 0d 21 00 01 80 45 00 00 0f 73 43 78 b7 9d 00 00 13 e8
376,18048,WL,flash_sample,48,25.118,1,110,0,1,1,1,0,1,1,0,810,25118,0.01708,0.037576,-1.022848,0.031251,0.031251,-1.375044,-2.1,0.07,2.94,38.14453125,98361,39.23,249.742446899,5.096,57 4c 01 6e 00 00 03 2a 00 00 62 1e 00 23 00 4d f7 d0 00 03 00 03 ff 7c ff e2 00 01 00 2a 0d 25 00 01 80 39 00 00 0f 53 43 79 be 11 00 00 13 e8
377,18096,WL,flash_sample,48,25.138,1,103,1,1,1,0,0,1,1,0,811,25138,0.017568,0.037088,-1.023336,0.083336,-0.020834,-1.385461,-2.94,1.4,2.73,38.16796875,98366,39.27,249.31439209,5.1,57 4c 01 67 00 00 03 2b 00 00 62 32 00 24 00 4c f7 cf 00 08 ff fe ff 7b ff d6 00 14 00 27 0d 2b 00 01 80 3e 00 00 0f 57 43 79 50 7c 00 00 13 ec
378,18144,WL,flash_sample,48,25.158,1,103,1,1,1,0,0,1,1,0,812,25158,0.017568,0.037088,-1.023336,0.083336,-0.020834,-1.385461,-2.94,1.4,2.73,38.16796875,98366,39.27,249.31439209,5.1,57 4c 01 67 00 00 03 2c 00 00 62 46 00 24 00 4c f7 cf 00 08 ff fe ff 7b ff d6 00 14 00 27 0d 2b 00 01 80 3e 00 00 0f 57 43 79 50 7c 00 00 13 ec
379,18192,WL,flash_sample,48,25.178,1,103,1,1,1,0,0,1,1,0,813,25178,0.017568,0.037088,-1.023336,0.083336,-0.020834,-1.385461,-2.94,1.4,2.73,38.16796875,98366,39.27,249.31439209,5.1,57 4c 01 67 00 00 03 2d 00 00 62 5a 00 24 00 4c f7 cf 00 08 ff fe ff 7b ff d6 00 14 00 27 0d 2b 00 01 80 3e 00 00 0f 57 43 79 50 7c 00 00 13 ec
380,18240,WL,flash_sample,48,25.198,1,103,1,1,1,0,0,1,1,0,814,25198,0.017568,0.037088,-1.023336,0.083336,-0.020834,-1.385461,-2.94,1.4,2.73,38.16796875,98366,39.27,249.31439209,5.1,57 4c 01 67 00 00 03 2e 00 00 62 6e 00 24 00 4c f7 cf 00 08 ff fe ff 7b ff d6 00 14 00 27 0d 2b 00 01 80 3e 00 00 0f 57 43 79 50 7c 00 00 13 ec
381,18288,WL,flash_sample,48,25.218,1,103,1,1,1,0,0,1,1,0,815,25218,0.017568,0.037088,-1.023336,0.083336,-0.020834,-1.385461,-2.94,1.4,2.73,38.16796875,98366,39.27,249.31439209,5.1,57 4c 01 67 00 00 03 2f 00 00 62 82 00 24 00 4c f7 cf 00 08 ff fe ff 7b ff d6 00 14 00 27 0d 2b 00 01 80 3e 00 00 0f 57 43 79 50 7c 00 00 13 ec
382,18336,WL,flash_sample,48,25.238,1,103,1,1,1,0,0,1,1,0,816,25238,0.017568,0.037088,-1.023336,0.083336,-0.020834,-1.385461,-2.94,1.4,2.73,38.16796875,98366,39.27,249.31439209,5.1,57 4c 01 67 00 00 03 30 00 00 62 96 00 24 00 4c f7 cf 00 08 ff fe ff 7b ff d6 00 14 00 27 0d 2b 00 01 80 3e 00 00 0f 57 43 79 50 7c 00 00 13 ec
383,18384,WL,flash_sample,48,25.258,1,103,1,1,1,0,0,1,1,0,817,25258,0.017568,0.037088,-1.023336,0.083336,-0.020834,-1.385461,-2.94,1.4,2.73,38.16796875,98366,39.27,249.31439209,5.1,57 4c 01 67 00 00 03 31 00 00 62 aa 00 24 00 4c f7 cf 00 08 ff fe ff 7b ff d6 00 14 00 27 0d 2b 00 01 80 3e 00 00 0f 57 43 79 50 7c 00 00 13 ec
384,18432,WL,flash_sample,48,25.278,1,111,1,1,1,1,0,1,1,0,818,25278,0.016592,0.037576,-1.021872,0.020834,0.010417,-1.395878,-0.28,0.14,-0.21,38.14453125,98372,39.3,248.804443359,5.1,57 4c 01 6f 00 00 03 32 00 00 62 be 00 22 00 4d f7 d2 00 02 00 01 ff 7a ff fc 00 02 ff fd 0d 25 00 01 80 44 00 00 0f 5a 43 78 cd f0 00 00 13 ec
385,18480,WL,flash_sample,48,25.298,1,111,1,1,1,1,0,1,1,0,819,25298,0.016592,0.037576,-1.021872,0.020834,0.010417,-1.395878,-0.28,0.14,-0.21,38.14453125,98372,39.3,248.804443359,5.1,57 4c 01 6f 00 00 03 33 00 00 62 d2 00 22 00 4d f7 d2 00 02 00 01 ff 7a ff fc 00 02 ff fd 0d 25 00 01 80 44 00 00 0f 5a 43 78 cd f0 00 00 13 ec
386,18528,WL,flash_sample,48,25.318,1,65,1,0,0,0,0,0,1,0,820,25318,0.017568,0.037088,-1.020896,0.020834,0.020834,-1.395878,-0.28,0.14,-0.21,38.13671875,98372,39.3,248.804443359,4.968,57 4c 01 41 00 00 03 34 00 00 62 e6 00 24 00 4c f7 d4 00 02 00 02 ff 7a ff fc 00 02 ff fd 0d 23 00 01 80 44 00 00 0f 5a 43 78 cd f0 00 00 13 68
387,18576,WL,flash_sample,48,25.338,1,111,1,1,1,1,0,1,1,0,821,25338,0.017568,0.037088,-1.021384,0.010417,-0.031251,-1.385461,-0.7,-0.21,0.84,38.14453125,98325,38.86,252.812774658,4.964,57 4c 01 6f 00 00 03 35 00 00 62 fa 00 24 00 4c f7 d3 00 01 ff fd ff 7b ff f6 ff fd 00 0c 0d 25 00 01 80 15 00 00 0f 2e 43 7c d0 12 00 00 13 64
388,18624,WL,flash_sample,48,25.358,1,103,1,1,1,0,0,1,1,0,822,25358,0.017568,0.037088,-1.021872,0.031251,-0.031251,-1.375044,-1.61,-0.21,2.45,38.14453125,98344,38.82,251.193054199,4.964,57 4c 01 67 00 00 03 36 00 00 63 0e 00 24 00 4c f7 d2 00 03 ff fd ff 7c ff e9 ff fd 00 23 0d 25 00 01 80 28 00 00 0f 2a 43 7b 31 6c 00 00 13 64
389,18672,WL,flash_sample,48,25.378,1,103,1,1,1,0,0,1,1,0,823,25378,0.017568,0.037576,-1.02236,0.0,-0.031251,-1.385461,-2.52,0.63,3.22,38.16796875,98349,38.92,250.76499939,4.964,57 4c 01 67 00 00 03 37 00 00 63 22 00 24 00 4d f7 d1 00 00 ff fd ff 7b ff dc 00 09 00 2e 0d 2b 00 01 80 2d 00 00 0f 34 43 7a c3 d7 00 00 13 64
390,18720,WL,flash_sample,48,25.398,1,103,1,1,1,0,0,1,1,0,824,25398,0.017568,0.0366,-1.021872,0.020834,-0.010417,-1.406295,-2.87,1.4,2.66,38.1875,98350,38.97,250.680450439,4.964,57 4c 01 67 00 00 03 38 00 00 63 36 00 24 00 4b f7 d2 00 02 ff ff ff 79 ff d7 00 14 00 26 0d 30 00 01 80 2e 00 00 0f 39 43 7a ae 32 00 00 13 64
391,18768,WL,flash_sample,48,25.418,1,111,1,1,1,1,0,1,1,0,825,25418,0.017568,0.037576,-1.022848,0.052085,0.020834,-1.364627,-2.94,1.47,2.66,38.14453125,98354,39.03,250.339599609,4.964,57 4c 01 6f 00 00 03 39 00 00 63 4a 00 24 00 4d f7 d0 00 05 00 02 ff 7d ff d6 00 15 00 26 0d 25 00 01 80 32 00 00 0f 3f 43 7a 56 f0 00 00 13 64
392,18816,WL,flash_sample,48,25.438,1,111,1,1,1,1,0,1,1,0,826,25438,0.01708,0.037576,-1.022848,0.031251,0.041668,-1.395878,-2.94,1.47,2.73,38.15234375,98354,39.08,250.339599609,5.092,57 4c 01 6f 00 00 03 3a 00 00 63 5e 00 23 00 4d f7 d0 00 03 00 04 ff 7a ff d6 00 15 00 27 0d 27 00 01 80 32 00 00 0f 44 43 7a 56 f0 00 00 13 e4
393,18864,WL,flash_sample,48,25.458,1,111,1,1,1,1,0,1,1,0,827,25458,0.018056,0.0366,-1.023336,0.052085,0.020834,-1.385461,-2.87,2.59,0.56,38.17578125,98321,39.12,253.153625488,5.092,57 4c 01 6f 00 00 03 3b 00 00 63 72 00 25 00 4b f7 cf 00 05 00 02 ff 7b ff d7 00 25 00 08 0d 2d 00 01 80 11 00 00 0f 48 43 7d 27 54 00 00 13 e4
394,18912,WL,flash_sample,48,25.478,1,103,1,1,1,0,0,1,1,0,828,25478,0.01708,0.037576,-1.022848,0.010417,0.010417,-1.416712,-1.47,0.84,0.77,38.13671875,98317,39.11,253.494476318,5.092,57 4c 01 67 00 00 03 3c 00 00 63 86 00 23 00 4d f7 d0 00 01 00 01 ff 78 ff eb 00 0c 00 0b 0d 23 00 01 80 0d 00 00 0f 47 43 7d 7e 96 00 00 13 e4
395,18960,WL,flash_sample,48,25.498,1,103,1,1,1,0,0,1,1,0,829,25498,0.018544,0.038064,-1.023824,0.041668,0.020834,-1.375044,-1.4,0.56,0.77,38.13671875,98313,39.14,253.835327148,5.092,57 4c 01 67 00 00 03 3d 00 00 63 9a 00 26 00 4e f7 ce 00 04 00 02 ff 7c ff ec 00 08 00 0b 0d 23 00 01 80 09 00 00 0f 4a 43 7d d5 d8 00 00 13 e4
396,19008,WL,flash_sample,48,25.518,1,103,1,1,1,0,0,1,1,0,830,25518,0.016592,0.037576,-1.021872,0.052085,0.0,-1.395878,-1.33,0.56,0.77,38.203125,98321,39.17,253.153625488,5.092,57 4c 01 67 00 00 03 3e 00 00 63 ae 00 22 00 4d f7 d2 00 05 00 00 ff 7a ff ed 00 08 00 0b 0d 34 00 01 80 11 00 00 0f 4d 43 7d 27 54 00 00 13 e4
397,19056,WL,flash_sample,48,25.538,1,111,1,1,1,1,0,1,1,0,831,25538,0.01708,0.0366,-1.021872,0.020834,0.020834,-1.416712,-1.26,0.56,0.7,38.1875,98319,39.2,253.325363159,4.948,57 4c 01 6f 00 00 03 3f 00 00 63 c2 00 23 00 4b f7 d2 00 02 00 02 ff 78 ff ee 00 08 00 0a 0d 30 00 01 80 0f 00 00 0f 50 43 7d 53 4b 00 00 13 54
398,19104,WL,flash_sample,48,25.558,1,111,1,1,1,1,0,1,1,0,832,25558,0.01708,0.037576,-1.021872,0.0,0.020834,-1.385461,-1.47,-0.21,2.31,38.1953125,98354,39.22,250.339599609,4.948,57 4c 01 6f 00 00 03 40 00 00 63 d6 00 23 00 4d f7 d2 00 00 00 02 ff 7b ff eb ff fd 00 21 0d 32 00 01 80 32 00 00 0f 52 43 7a 56 f0 00 00 13 54
