packet_index,byte_offset,packet_id,packet_type,frame_length,time_seconds,record_version,status_byte0,heartbeat_phase,low_g_valid,gyro_valid,imu_temperature_valid,flash_init_failed,high_g_valid,barometer_valid,logging_failed,sequence,uptime,low_accel_x,low_accel_y,low_accel_z,high_accel_x,high_accel_y,high_accel_z,gyro_x,gyro_y,gyro_z,lsm6_temperature,pressure,ms5607_temperature,barometric_altitude,witness_battery_voltage,raw_packet_hex
13,624,WL,flash_sample,48,17.858,1,111,1,1,1,1,0,1,1,0,447,17858,0.01708,0.037088,-1.022848,0.052085,0.010417,-1.385461,-2.94,1.47,2.73,37.3515625,98369,38.71,249.060745239,5.084,57 4c 01 6f 00 00 01 bf 00 00 45 c2 00 23 00 4c f7 d0 00 05 00 01 ff 7b ff d6 00 15 00 27 0c 5a 00 01 80 41 00 00 0f 1f 43 79 0f 8d 00 00 13 dc
14,672,WL,flash_sample,48,17.878,1,103,1,1,1,0,0,1,1,0,448,17878,0.01708,0.037088,-1.023336,0.041668,0.020834,-1.395878,-2.94,1.47,2.66,37.3359375,98372,38.72,248.804443359,5.084,57 4c 01 67 00 00 01 c0 00 00 45 d6 00 23 00 4c f7 cf 00 04 00 02 ff 7a ff d6 00 15 00 26 0c 56 00 01 80 44 00 00 0f 20 43 78 cd f0 00 00 13 dc
15,720,WL,flash_sample,48,17.898,1,103,1,1,1,0,0,1,1,0,449,17898,0.016592,0.037088,-1.021872,0.010417,0.020834,-1.406295,-2.94,1.4,2.66,37.39453125,98369,38.73,249.060745239,5.084,57 4c 01 67 00 00 01 c1 00 00 45 ea 00 22 00 4c f7 d2 00 01 00 02 ff 79 ff d6 00 14 00 26 0c 65 00 01 80 41 00 00 0f 21 43 79 0f 8d 00 00 13 dc
16,768,WL,flash_sample,48,17.918,1,103,1,1,1,0,0,1,1,0,450,17918,0.01708,0.037088,-1.021872,0.020834,0.020834,-1.406295,-2.94,1.47,2.66,37.328125,98367,38.74,249.22984314,5.084,57 4c 01 67 00 00 01 c2 00 00 45 fe 00 23 00 4c f7 d2 00 02 00 02 ff 79 ff d6 00 15 00 26 0c 54 00 01 80 3f 00 00 0f 22 43 79 3a d7 00 00 13 dc
17,816,WL,flash_sample,48,17.938,1,111,1,1,1,1,0,1,1,0,451,17938,0.017568,0.037576,-1.02236,0.020834,0.010417,-1.395878,-2.94,1.47,2.73,37.34765625,98371,38.75,248.88899231,5.088,57 4c 01 6f 00 00 01 c3 00 00 46 12 00 24 00 4d f7 d1 00 02 00 01 ff 7a ff d6 00 15 00 27 0c 59 00 01 80 43 00 00 0f 23 43 78 e3 95 00 00 13 e0
18,864,WL,flash_sample,48,17.958,1,111,1,1,1,1,0,1,1,0,452,17958,0.01708,0.037576,-1.021872,0.041668,0.020834,-1.406295,-2.94,1.47,2.66,37.34765625,98370,38.76,248.97354126,5.088,57 4c 01 6f 00 00 01 c4 00 00 46 26 00 23 00 4d f7 d2 00 04 00 02 ff 79 ff d6 00 15 00 26 0c 59 00 01 80 42 00 00 0f 24 43 78 f9 3a 00 00 13 e0
19,912,WL,flash_sample,48,17.978,1,111,1,1,1,1,0,1,1,0,453,17978,0.01708,0.037576,-1.021872,0.041668,0.010417,-1.35421,-2.87,1.4,2.73,37.38671875,98369,38.77,249.060745239,5.088,57 4c 01 6f 00 00 01 c5 00 00 46 3a 00 23 00 4d f7 d2 00 04 00 01 ff 7e ff d7 00 14 00 27 0c 63 00 01 80 41 00 00 0f 25 43 79 0f 8d 00 00 13 e0
20,960,WL,flash_sample,48,17.998,1,103,1,1,1,0,0,1,1,0,454,17998,0.018056,0.0366,-1.021384,0.041668,0.010417,-1.343793,-2.87,1.4,2.66,37.35546875,98370,38.78,248.97354126,5.088,57 4c 01 67 00 00 01 c6 00 00 46 4e 00 25 00 4b f7 d3 00 04 00 01 ff 7f ff d7 00 14 00 26 0c 5b 00 01 80 42 00 00 0f 26 43 78 f9 3a 00 00 13 e0
21,1008,WL,flash_sample,48,18.018,1,111,1,1,1,1,0,1,1,0,455,18018,0.017568,0.037576,-1.02236,0.041668,0.010417,-1.375044,-2.94,1.47,2.66,37.4140625,98371,38.78,248.88899231,5.088,57 4c 01 6f 00 00 01 c7 00 00 46 62 00 24 00 4d f7 d1 00 04 00 01 ff 7c ff d6 00 15 00 26 0c 6a 00 01 80 43 00 00 0f 26 43 78 e3 95 00 00 13 e0
22,1056,WL,flash_sample,48,18.038,1,111,1,1,1,1,0,1,1,0,456,18038,0.017568,0.037576,-1.02236,0.041668,0.010417,-1.375044,-2.94,1.47,2.66,37.4140625,98371,38.78,248.88899231,5.088,57 4c 01 6f 00 00 01 c8 00 00 46 76 00 24 00 4d f7 d1 00 04 00 01 ff 7c ff d6 00 15 00 26 0c 6a 00 01 80 43 00 00 0f 26 43 78 e3 95 00 00 13 e0
23,1104,WL,flash_sample,48,18.058,1,111,1,1,1,1,0,1,1,0,457,18058,0.017568,0.037576,-1.02236,0.041668,0.010417,-1.375044,-2.94,1.47,2.66,37.4140625,98371,38.78,248.88899231,5.088,57 4c 01 6f 00 00 01 c9 00 00 46 8a 00 24 00 4d f7 d1 00 04 00 01 ff 7c ff d6 00 15 00 26 0c 6a 00 01 80 43 00 00 0f 26 43 78 e3 95 00 00 13 e0
24,1152,WL,flash_sample,48,18.078,1,111,1,1,1,1,0,1,1,0,458,18078,0.017568,0.037576,-1.02236,0.041668,0.010417,-1.375044,-2.94,1.47,2.66,37.4140625,98371,38.78,248.88899231,5.088,57 4c 01 6f 00 00 01 ca 00 00 46 9e 00 24 00 4d f7 d1 00 04 00 01 ff 7c ff d6 00 15 00 26 0c 6a 00 01 80 43 00 00 0f 26 43 78 e3 95 00 00 13 e0
25,1200,WL,flash_sample,48,18.098,1,103,1,1,1,0,0,1,1,0,459,18098,0.017568,0.037088,-1.019432,0.041668,0.010417,-1.375044,-0.91,-0.7,1.68,37.34375,98435,38.79,243.432693481,5.092,57 4c 01 67 00 00 01 cb 00 00 46 b2 00 24 00 4c f7 d7 00 04 00 01 ff 7c ff f3 ff f6 00 18 0c 58 00 01 80 83 00 00 0f 27 43 73 6e c5 00 00 13 e4
26,1248,WL,flash_sample,48,18.118,1,103,1,1,1,0,0,1,1,0,460,18118,0.016592,0.037576,-1.022848,0.052085,0.031251,-1.406295,-1.89,0.0,2.8,37.375,98369,38.5,249.060745239,5.092,57 4c 01 67 00 00 01 cc 00 00 46 c6 00 22 00 4d f7 d0 00 05 00 03 ff 79 ff e5 00 00 00 28 0c 60 00 01 80 41 00 00 0f 0a 43 79 0f 8d 00 00 13 e4
27,1296,WL,flash_sample,48,18.138,1,102,0,1,1,0,0,1,1,0,461,18138,0.017568,0.037576,-1.021872,0.020834,-0.010417,-1.375044,-2.8,1.26,2.87,37.34375,98361,38.53,249.742446899,5.096,57 4c 01 66 00 00 01 cd 00 00 46 da 00 24 00 4d f7 d2 00 02 ff ff ff 7c ff d8 00 12 00 29 0c 58 00 01 80 39 00 00 0f 0d 43 79 be 11 00 00 13 e8
28,1344,WL,flash_sample,48,18.158,1,102,0,1,1,0,0,1,1,0,462,18158,0.017568,0.037576,-1.021872,0.020834,-0.010417,-1.375044,-2.8,1.26,2.87,37.34375,98361,38.53,249.742446899,5.096,57 4c 01 66 00 00 01 ce 00 00 46 ee 00 24 00 4d f7 d2 00 02 ff ff ff 7c ff d8 00 12 00 29 0c 58 00 01 80 39 00 00 0f 0d 43 79 be 11 00 00 13 e8
29,1392,WL,flash_sample,48,18.178,1,102,0,1,1,0,0,1,1,0,463,18178,0.017568,0.037576,-1.021872,0.020834,-0.010417,-1.375044,-2.8,1.26,2.87,37.34375,98361,38.53,249.742446899,5.096,57 4c 01 66 00 00 01 cf 00 00 47 02 00 24 00 4d f7 d2 00 02 ff ff ff 7c ff d8 00 12 00 29 0c 58 00 01 80 39 00 00 0f 0d 43 79 be 11 00 00 13 e8
30,1440,WL,flash_sample,48,18.198,1,102,0,1,1,0,0,1,1,0,464,18198,0.017568,0.037576,-1.021872,0.020834,-0.010417,-1.375044,-2.8,1.26,2.87,37.34375,98361,38.53,249.742446899,5.096,57 4c 01 66 00 00 01 d0 00 00 47 16 00 24 00 4d f7 d2 00 02 ff ff ff 7c ff d8 00 12 00 29 0c 58 00 01 80 39 00 00 0f 0d 43 79 be 11 00 00 13 e8
31,1488,WL,flash_sample,48,18.218,1,102,0,1,1,0,0,1,1,0,465,18218,0.017568,0.037576,-1.021872,0.020834,-0.010417,-1.375044,-2.8,1.26,2.87,37.34375,98361,38.53,249.742446899,5.096,57 4c 01 66 00 00 01 d1 00 00 47 2a 00 24 00 4d f7 d2 00 02 ff ff ff 7c ff d8 00 12 00 29 0c 58 00 01 80 39 00 00 0f 0d 43 79 be 11 00 00 13 e8
32,1536,WL,flash_sample,48,18.238,1,102,0,1,1,0,0,1,1,0,466,18238,0.017568,0.037576,-1.021872,0.020834,-0.010417,-1.375044,-2.8,1.26,2.87,37.34375,98361,38.53,249.742446899,5.096,57 4c 01 66 00 00 01 d2 00 00 47 3e 00 24 00 4d f7 d2 00 02 ff ff ff 7c ff d8 00 12 00 29 0c 58 00 01 80 39 00 00 0f 0d 43 79 be 11 00 00 13 e8
33,1584,WL,flash_sample,48,18.258,1,102,0,1,1,0,0,1,1,0,467,18258,0.017568,0.037576,-1.021872,0.020834,-0.010417,-1.375044,-2.8,1.26,2.87,37.34375,98361,38.53,249.742446899,5.096,57 4c 01 66 00 00 01 d3 00 00 47 52 00 24 00 4d f7 d2 00 02 ff ff ff 7c ff d8 00 12 00 29 0c 58 00 01 80 39 00 00 0f 0d 43 79 be 11 00 00 13 e8
34,1632,WL,flash_sample,48,18.278,1,110,0,1,1,1,0,1,1,0,468,18278,0.016592,0.037576,-1.021384,0.031251,0.020834,-1.395878,-0.21,0.07,-0.21,37.38671875,98361,38.53,249.742446899,5.096,57 4c 01 6e 00 00 01 d4 00 00 47 66 00 22 00 4d f7 d3 00 03 00 02 ff 7a ff fd 00 01 ff fd 0c 63 00 01 80 39 00 00 0f 0d 43 79 be 11 00 00 13 e8
35,1680,WL,flash_sample,48,18.298,1,110,0,1,1,1,0,1,1,0,469,18298,0.016592,0.037576,-1.021384,0.031251,0.020834,-1.395878,-0.21,0.07,-0.21,37.38671875,98361,38.53,249.742446899,5.096,57 4c 01 6e 00 00 01 d5 00 00 47 7a 00 22 00 4d f7 d3 00 03 00 02 ff 7a ff fd 00 01 ff fd 0c 63 00 01 80 39 00 00 0f 0d 43 79 be 11 00 00 13 e8
36,1728,WL,flash_sample,48,18.318,1,64,0,0,0,0,0,0,1,0,470,18318,0.018056,0.038064,-1.021384,0.052085,0.010417,-1.416712,-0.28,-0.35,0.28,37.35546875,98447,38.56,242.410140991,5.084,57 4c 01 40 00 00 01 d6 00 00 47 8e 00 25 00 4e f7 d3 00 05 00 01 ff 78 ff fc ff fb 00 04 0c 5b 00 01 80 8f 00 00 0f 10 43 72 68 ff 00 00 13 dc
37,1776,WL,flash_sample,48,18.338,1,110,0,1,1,1,0,1,1,0,471,18338,0.018056,0.0366,-1.021384,0.020834,0.020834,-1.385461,-1.19,-0.49,2.03,37.36328125,98347,38.07,250.936752319,5.088,57 4c 01 6e 00 00 01 d7 00 00 47 a2 00 25 00 4b f7 d3 00 02 00 02 ff 7b ff ef ff f9 00 1d 0c 5d 00 01 80 2b 00 00 0e df 43 7a ef cf 00 00 13 e0
38,1824,WL,flash_sample,48,18.358,1,102,0,1,1,0,0,1,1,0,472,18358,0.017568,0.037576,-1.021872,0.020834,0.0,-1.406295,-2.17,0.21,3.08,37.3984375,98349,38.14,250.76499939,5.088,57 4c 01 66 00 00 01 d8 00 00 47 b6 00 24 00 4d f7 d2 00 02 00 00 ff 79 ff e1 00 03 00 2c 0c 66 00 01 80 2d 00 00 0e e6 43 7a c3 d7 00 00 13 e0
39,1872,WL,flash_sample,48,18.378,1,102,0,1,1,0,0,1,1,0,473,18378,0.016592,0.037576,-1.021872,0.010417,0.010417,-1.364627,-2.94,1.33,2.66,37.37890625,98351,38.19,250.595901489,5.088,57 4c 01 66 00 00 01 d9 00 00 47 ca 00 22 00 4d f7 d2 00 01 00 01 ff 7d ff d6 00 13 00 26 0c 61 00 01 80 2f 00 00 0e eb 43 7a 98 8d 00 00 13 e0
40,1920,WL,flash_sample,48,18.398,1,110,0,1,1,1,0,1,1,0,474,18398,0.01708,0.0366,-1.021384,0.052085,0.010417,-1.375044,-2.94,1.47,2.66,37.37890625,98352,38.24,250.50869751,5.088,57 4c 01 6e 00 00 01 da 00 00 47 de 00 23 00 4b f7 d3 00 05 00 01 ff 7c ff d6 00 15 00 26 0c 61 00 01 80 30 00 00 0e f0 43 7a 82 3a 00 00 13 e0
41,1968,WL,flash_sample,48,18.418,1,110,0,1,1,1,0,1,1,0,475,18418,0.017568,0.037088,-1.021872,0.041668,0.010417,-1.395878,-2.94,1.4,2.66,37.37109375,98355,38.29,250.255050659,5.088,57 4c 01 6e 00 00 01 db 00 00 47 f2 00 24 00 4c f7 d2 00 04 00 01 ff 7a ff d6 00 14 00 26 0c 5f 00 01 80 33 00 00 0e f5 43 7a 41 4b 00 00 13 e0
42,2016,WL,flash_sample,48,18.438,1,110,0,1,1,1,0,1,1,0,476,18438,0.017568,0.038552,-1.021872,0.020834,0.031251,-1.385461,-2.87,1.4,2.66,37.390625,98353,38.34,250.42414856,5.096,57 4c 01 6e 00 00 01 dc 00 00 48 06 00 24 00 4f f7 d2 00 02 00 03 ff 7b ff d7 00 14 00 26 0c 64 00 01 80 31 00 00 0e fa 43 7a 6c 95 00 00 13 e8
43,2064,WL,flash_sample,48,18.458,1,102,0,1,1,0,0,1,1,0,477,18458,0.019032,0.038064,-1.016992,0.052085,-0.010417,-1.416712,-2.94,1.47,2.73,37.37890625,98355,38.38,250.255050659,5.096,57 4c 01 66 00 00 01 dd 00 00 48 1a 00 27 00 4e f7 dc 00 05 ff ff ff 78 ff d6 00 15 00 27 0c 61 00 01 80 33 00 00 0e fe 43 7a 41 4b 00 00 13 e8
44,2112,WL,flash_sample,48,18.478,1,102,0,1,1,0,0,1,1,0,478,18478,0.01708,0.037088,-1.014552,0.052085,-0.010417,-1.375044,-2.8,1.47,2.73,37.390625,98356,38.42,250.16784668,5.096,57 4c 01 66 00 00 01 de 00 00 48 2e 00 23 00 4c f7 e1 00 05 ff ff ff 7c ff d8 00 15 00 27 0c 64 00 01 80 34 00 00 0f 02 43 7a 2a f8 00 00 13 e8
45,2160,WL,flash_sample,48,18.498,1,102,0,1,1,0,0,1,1,0,479,18498,0.017568,0.036112,-1.028704,0.041668,0.020834,-1.343793,-2.94,1.4,2.66,37.3984375,98356,38.46,250.16784668,5.096,57 4c 01 66 00 00 01 df 00 00 48 42 00 24 00 4a f7 c4 00 04 00 02 ff 7f ff d6 00 14 00 26 0c 66 00 01 80 34 00 00 0f 06 43 7a 2a f8 00 00 13 e8
46,2208,WL,flash_sample,48,18.518,1,110,0,1,1,1,0,1,1,0,480,18518,0.01708,0.038064,-1.018944,0.010417,0.010417,-1.406295,-2.87,1.47,2.66,37.35546875,98361,38.49,249.742446899,5.096,57 4c 01 6e 00 00 01 e0 00 00 48 56 00 23 00 4e f7 d8 00 01 00 01 ff 79 ff d7 00 15 00 26 0c 5b 00 01 80 39 00 00 0f 09 43 79 be 11 00 00 13 e8
47,2256,WL,flash_sample,48,18.538,1,110,0,1,1,1,0,1,1,0,481,18538,0.017568,0.0366,-1.021872,0.0,-0.020834,-1.375044,-2.94,1.47,2.66,37.3984375,98358,38.53,249.996109009,5.1,57 4c 01 6e 00 00 01 e1 00 00 48 6a 00 24 00 4b f7 d2 00 00 ff fe ff 7c ff d6 00 15 00 26 0c 66 00 01 80 36 00 00 0f 0d 43 79 ff 01 00 00 13 ec
48,2304,WL,flash_sample,48,18.558,1,110,0,1,1,1,0,1,1,0,482,18558,0.016592,0.037576,-1.02236,0.010417,0.0,-1.395878,-2.94,1.47,2.66,37.45703125,98360,38.56,249.82699585,5.1,57 4c 01 6e 00 00 01 e2 00 00 48 7e 00 22 00 4d f7 d1 00 01 00 00 ff 7a ff d6 00 15 00 26 0c 75 00 01 80 38 00 00 0f 10 43 79 d3 b6 00 00 13 ec
49,2352,WL,flash_sample,48,18.578,1,102,0,1,1,0,0,1,1,0,483,18578,0.01708,0.036112,-1.022848,0.041668,0.010417,-1.406295,-3.01,1.4,2.73,37.4140625,98359,38.59,249.9115448,5.1,57 4c 01 66 00 00 01 e3 00 00 48 92 00 23 00 4a f7 d0 00 04 00 01 ff 79 ff d5 00 14 00 27 0c 6a 00 01 80 37 00 00 0f 13 43 79 e9 5b 00 00 13 ec
50,2400,WL,flash_sample,48,18.598,1,102,0,1,1,0,0,1,1,0,484,18598,0.017568,0.037576,-1.0248,0.041668,0.0,-1.395878,-2.87,1.4,2.66,37.4140625,98365,38.61,249.401596069,5.1,57 4c 01 66 00 00 01 e4 00 00 48 a6 00 24 00 4d f7 cc 00 04 00 00 ff 7a ff d7 00 14 00 26 0c 6a 00 01 80 3d 00 00 0f 15 43 79 66 cf 00 00 13 ec
51,2448,WL,flash_sample,48,18.618,1,102,0,1,1,0,0,1,1,0,485,18618,0.017568,0.038064,-1.02236,-0.010417,-0.020834,-1.375044,-2.94,1.4,2.66,37.4140625,98363,38.63,249.57069397,5.1,57 4c 01 66 00 00 01 e5 00 00 48 ba 00 24 00 4e f7 d1 ff ff ff fe ff 7c ff d6 00 14 00 26 0c 6a 00 01 80 3b 00 00 0f 17 43 79 92 19 00 00 13 ec
52,2496,WL,flash_sample,48,18.638,1,110,0,1,1,1,0,1,1,0,486,18638,0.015616,0.037088,-1.023824,0.010417,0.062502,-1.395878,-2.94,1.47,2.73,37.4453125,98363,38.66,249.57069397,5.076,57 4c 01 6e 00 00 01 e6 00 00 48 ce 00 20 00 4c f7 ce 00 01 00 06 ff 7a ff d6 00 15 00 27 0c 72 00 01 80 3b 00 00 0f 1a 43 79 92 19 00 00 13 d4
53,2544,WL,flash_sample,48,18.658,1,110,0,1,1,1,0,1,1,0,487,18658,0.017568,0.037576,-1.023336,0.020834,0.010417,-1.395878,-2.94,1.4,2.66,37.45703125,98361,38.68,249.742446899,5.076,57 4c 01 6e 00 00 01 e7 00 00 48 e2 00 24 00 4d f7 cf 00 02 00 01 ff 7a ff d6 00 14 00 26 0c 75 00 01 80 39 00 00 0f 1c 43 79 be 11 00 00 13 d4
54,2592,WL,flash_sample,48,18.678,1,110,0,1,1,1,0,1,1,0,488,18678,0.017568,0.03904,-1.021872,0.041668,-0.020834,-1.406295,-2.94,1.4,2.73,37.4140625,98365,38.7,249.401596069,5.076,57 4c 01 6e 00 00 01 e8 00 00 48 f6 00 24 00 50 f7 d2 00 04 ff fe ff 79 ff d6 00 14 00 27 0c 6a 00 01 80 3d 00 00 0f 1e 43 79 66 cf 00 00 13 d4
55,2640,WL,flash_sample,48,18.698,1,102,0,1,1,0,0,1,1,0,489,18698,0.01708,0.037576,-1.02236,0.031251,0.041668,-1.375044,-3.01,1.47,2.73,37.4453125,98365,38.72,249.401596069,5.076,57 4c 01 66 00 00 01 e9 00 00 49 0a 00 23 00 4d f7 d1 00 03 00 04 ff 7c ff d5 00 15 00 27 0c 72 00 01 80 3d 00 00 0f 20 43 79 66 cf 00 00 13 d4
56,2688,WL,flash_sample,48,18.718,1,102,0,1,1,0,0,1,1,0,490,18718,0.01708,0.037576,-1.022848,0.031251,0.052085,-1.395878,-2.87,1.47,2.66,37.421875,98366,38.73,249.31439209,5.076,57 4c 01 66 00 00 01 ea 00 00 49 1e 00 23 00 4d f7 d0 00 03 00 05 ff 7a ff d7 00 15 00 26 0c 6c 00 01 80 3e 00 00 0f 21 43 79 50 7c 00 00 13 d4
57,2736,WL,flash_sample,48,18.738,1,110,0,1,1,1,0,1,1,0,491,18738,0.017568,0.037576,-1.020896,0.031251,0.0,-1.406295,-2.94,1.4,2.66,37.46484375,98365,38.75,249.401596069,5.092,57 4c 01 6e 00 00 01 eb 00 00 49 32 00 24 00 4d f7 d4 00 03 00 00 ff 79 ff d6 00 14 00 26 0c 77 00 01 80 3d 00 00 0f 23 43 79 66 cf 00 00 13 e4
58,2784,WL,flash_sample,48,18.758,1,110,0,1,1,1,0,1,1,0,492,18758,0.01708,0.038064,-1.021872,0.020834,0.041668,-1.416712,-2.94,1.4,2.66,37.4296875,98366,38.77,249.31439209,5.092,57 4c 01 6e 00 00 01 ec 00 00 49 46 00 23 00 4e f7 d2 00 02 00 04 ff 78 ff d6 00 14 00 26 0c 6e 00 01 80 3e 00 00 0f 25 43 79 50 7c 00 00 13 e4
59,2832,WL,flash_sample,48,18.778,1,110,0,1,1,1,0,1,1,0,493,18778,0.01708,0.037088,-1.021384,0.041668,0.020834,-1.406295,-2.94,1.4,2.66,37.4453125,98368,38.78,249.145294189,5.092,57 4c 01 6e 00 00 01 ed 00 00 49 5a 00 23 00 4c f7 d3 00 04 00 02 ff 79 ff d6 00 14 00 26 0c 72 00 01 80 40 00 00 0f 26 43 79 25 32 00 00 13 e4
60,2880,WL,flash_sample,48,18.798,1,110,0,1,1,1,0,1,1,0,494,18798,0.018056,0.037088,-1.02236,0.041668,-0.020834,-1.375044,-3.01,1.4,2.66,37.40625,98367,38.79,249.22984314,5.092,57 4c 01 6e 00 00 01 ee 00 00 49 6e 00 25 00 4c f7 d1 00 04 ff fe ff 7c ff d5 00 14 00 26 0c 68 00 01 80 3f 00 00 0f 27 43 79 3a d7 00 00 13 e4
