packet_index,byte_offset,packet_id,packet_type,frame_length,time_seconds,record_version,status_byte0,heartbeat_phase,low_g_valid,gyro_valid,imu_temperature_valid,flash_init_failed,high_g_valid,barometer_valid,logging_failed,sequence,uptime,low_accel_x,low_accel_y,low_accel_z,high_accel_x,high_accel_y,high_accel_z,gyro_x,gyro_y,gyro_z,lsm6_temperature,pressure,ms5607_temperature,barometric_altitude,witness_battery_voltage,raw_packet_hex
0,0,WL,flash_sample,48,13.748,1,111,1,1,1,1,0,1,1,0,0,13748,0.034648,0.031232,-1.028216,0.041668,-0.010417,-1.343793,-3.15,1.47,2.8,51.72265625,98330,51.64,252.384719849,5.124,57 4c 01 6f 00 00 00 00 00 00 35 b4 00 47 00 40 f7 c5 00 04 ff ff ff 7f ff d3 00 15 00 28 1a b9 00 01 80 1a 00 00 14 2c 43 7c 62 7d 00 00 14 04
1,48,WL,flash_sample,48,13.768,1,111,1,1,1,1,0,1,1,0,1,13768,0.035136,0.031232,-1.02724,0.072919,-0.020834,-1.364627,-3.15,1.54,2.8,51.75,98330,51.68,252.384719849,5.124,57 4c 01 6f 00 00 00 01 00 00 35 c8 00 48 00 40 f7 c7 00 07 ff fe ff 7d ff d3 00 16 00 28 1a c0 00 01 80 1a 00 00 14 30 43 7c 62 7d 00 00 14 04
2,96,WL,flash_sample,48,13.788,1,111,1,1,1,1,0,1,1,0,2,13788,0.035136,0.03172,-1.027728,0.052085,-0.010417,-1.364627,-3.15,1.54,2.8,51.734375,98330,51.73,252.384719849,5.124,57 4c 01 6f 00 00 00 02 00 00 35 dc 00 48 00 41 f7 c6 00 05 ff ff ff 7d ff d3 00 16 00 28 1a bc 00 01 80 1a 00 00 14 35 43 7c 62 7d 00 00 14 04
3,144,WL,flash_sample,48,13.808,1,111,1,1,1,1,0,1,1,0,3,13808,0.035136,0.03172,-1.027728,0.052085,-0.010417,-1.364627,-3.15,1.54,2.8,51.734375,98330,51.73,252.384719849,5.124,57 4c 01 6f 00 00 00 03 00 00 35 f0 00 48 00 41 f7 c6 00 05 ff ff ff 7d ff d3 00 16 00 28 1a bc 00 01 80 1a 00 00 14 35 43 7c 62 7d 00 00 14 04
4,192,WL,flash_sample,48,13.828,1,111,1,1,1,1,0,1,1,0,4,13828,0.035136,0.03172,-1.027728,0.052085,-0.010417,-1.364627,-3.15,1.54,2.8,51.734375,98330,51.73,252.384719849,5.124,57 4c 01 6f 00 00 00 04 00 00 36 04 00 48 00 41 f7 c6 00 05 ff ff ff 7d ff d3 00 16 00 28 1a bc 00 01 80 1a 00 00 14 35 43 7c 62 7d 00 00 14 04
5,240,WL,flash_sample,48,13.848,1,111,1,1,1,1,0,1,1,0,5,13848,0.035136,0.03172,-1.027728,0.052085,-0.010417,-1.364627,-3.15,1.54,2.8,51.734375,98330,51.73,252.384719849,5.124,57 4c 01 6f 00 00 00 05 00 00 36 18 00 48 00 41 f7 c6 00 05 ff ff ff 7d ff d3 00 16 00 28 1a bc 00 01 80 1a 00 00 14 35 43 7c 62 7d 00 00 14 04
6,288,WL,flash_sample,48,13.871,1,65,1,0,0,0,0,0,1,0,6,13871,0.035624,0.032696,-1.026264,0.020834,-0.010417,-1.343793,-0.21,-0.49,0.28,51.734375,98336,51.78,251.874755859,5.136,57 4c 01 41 00 00 00 06 00 00 36 2f 00 49 00 43 f7 c9 00 02 ff ff ff 7f ff fd ff f9 00 04 1a bc 00 01 80 20 00 00 14 3a 43 7b df f0 00 00 14 10
7,336,WL,flash_sample,48,13.888,1,111,1,1,1,1,0,1,1,0,7,13888,0.035624,0.03172,-1.026264,0.020834,0.0,-1.375044,-1.26,-0.56,2.03,51.69921875,98328,51.62,252.556472778,5.136,57 4c 01 6f 00 00 00 07 00 00 36 40 00 49 00 41 f7 c9 00 02 00 00 ff 7c ff ee ff f8 00 1d 1a b3 00 01 80 18 00 00 14 2a 43 7c 8e 75 00 00 14 10
8,384,WL,flash_sample,48,13.908,1,111,1,1,1,1,0,1,1,0,8,13908,0.035624,0.032208,-1.026752,0.010417,-0.031251,-1.343793,-2.24,0.14,3.01,51.734375,98332,51.68,252.215606689,5.136,57 4c 01 6f 00 00 00 08 00 00 36 54 00 49 00 42 f7 c8 00 01 ff fd ff 7f ff e0 00 02 00 2b 1a bc 00 01 80 1c 00 00 14 30 43 7c 37 32 00 00 14 10
9,432,WL,flash_sample,48,13.928,1,103,1,1,1,0,0,1,1,0,9,13928,0.03416,0.030744,-1.02968,0.052085,0.0,-1.343793,-3.15,1.47,2.8,51.7578125,98329,51.74,252.471908569,5.116,57 4c 01 67 00 00 00 09 00 00 36 68 00 46 00 3f f7 c2 00 05 00 00 ff 7f ff d3 00 15 00 28 1a c2 00 01 80 19 00 00 14 36 43 7c 78 cf 00 00 13 fc
10,480,WL,flash_sample,48,13.948,1,103,1,1,1,0,0,1,1,0,10,13948,0.034648,0.032696,-1.031632,0.072919,-0.020834,-1.35421,-3.15,1.47,2.8,51.71484375,98335,51.78,251.959320068,5.116,57 4c 01 67 00 00 00 0a 00 00 36 7c 00 47 00 43 f7 be 00 07 ff fe ff 7e ff d3 00 15 00 28 1a b7 00 01 80 1f 00 00 14 3a 43 7b f5 96 00 00 13 fc
11,528,WL,flash_sample,48,13.969,1,103,1,1,1,0,0,1,1,0,11,13969,0.034648,0.032696,-1.02724,0.083336,-0.020834,-1.343793,-3.08,1.54,2.8,51.734375,98334,51.83,252.043869019,5.116,57 4c 01 67 00 00 00 0b 00 00 36 91 00 47 00 43 f7 c7 00 08 ff fe ff 7f ff d4 00 16 00 28 1a bc 00 01 80 1e 00 00 14 3f 43 7c 0b 3b 00 00 13 fc
12,576,WL,flash_sample,48,13.988,1,111,1,1,1,1,0,1,1,0,12,13988,0.035624,0.031232,-1.028704,0.062502,0.031251,-1.364627,-3.15,1.54,2.8,51.7734375,98335,51.87,251.959320068,5.116,57 4c 01 6f 00 00 00 0c 00 00 36 a4 00 49 00 40 f7 c4 00 06 00 03 ff 7d ff d3 00 16 00 28 1a c6 00 01 80 1f 00 00 14 43 43 7b f5 96 00 00 13 fc
13,624,WL,flash_sample,48,14.008,1,111,1,1,1,1,0,1,1,0,13,14008,0.035624,0.032208,-1.02724,0.072919,0.010417,-1.35421,-3.08,1.54,2.8,51.7578125,98336,51.92,251.874755859,5.116,57 4c 01 6f 00 00 00 0d 00 00 36 b8 00 49 00 42 f7 c7 00 07 00 01 ff 7e ff d4 00 16 00 28 1a c2 00 01 80 20 00 00 14 48 43 7b df f0 00 00 13 fc
14,672,WL,flash_sample,48,14.028,1,111,1,1,1,1,0,1,1,0,14,14028,0.035136,0.03172,-1.027728,0.052085,0.010417,-1.35421,-3.15,1.54,2.8,51.80859375,98338,51.95,251.703018188,5.112,57 4c 01 6f 00 00 00 0e 00 00 36 cc 00 48 00 41 f7 c6 00 05 00 01 ff 7e ff d3 00 16 00 28 1a cf 00 01 80 22 00 00 14 4b 43 7b b3 f9 00 00 13 f8
15,720,WL,flash_sample,48,14.048,1,111,1,1,1,1,0,1,1,0,15,14048,0.035136,0.031232,-1.02724,0.052085,-0.020834,-1.35421,-3.15,1.54,2.8,51.73828125,98338,51.95,251.703018188,5.112,57 4c 01 6f 00 00 00 0f 00 00 36 e0 00 48 00 40 f7 c7 00 05 ff fe ff 7e ff d3 00 16 00 28 1a bd 00 01 80 22 00 00 14 4b 43 7b b3 f9 00 00 13 f8
16,768,WL,flash_sample,48,14.068,1,111,1,1,1,1,0,1,1,0,16,14068,0.035136,0.031232,-1.02724,0.052085,-0.020834,-1.35421,-3.15,1.54,2.8,51.73828125,98338,51.95,251.703018188,5.112,57 4c 01 6f 00 00 00 10 00 00 36 f4 00 48 00 40 f7 c7 00 05 ff fe ff 7e ff d3 00 16 00 28 1a bd 00 01 80 22 00 00 14 4b 43 7b b3 f9 00 00 13 f8
17,816,WL,flash_sample,48,14.088,1,111,1,1,1,1,0,1,1,0,17,14088,0.035136,0.031232,-1.02724,0.052085,-0.020834,-1.35421,-3.15,1.54,2.8,51.73828125,98338,51.95,251.703018188,5.112,57 4c 01 6f 00 00 00 11 00 00 37 08 00 48 00 40 f7 c7 00 05 ff fe ff 7e ff d3 00 16 00 28 1a bd 00 01 80 22 00 00 14 4b 43 7b b3 f9 00 00 13 f8
18,864,WL,flash_sample,48,14.108,1,111,1,1,1,1,0,1,1,0,18,14108,0.035136,0.031232,-1.02724,0.052085,-0.020834,-1.35421,-3.15,1.54,2.8,51.73828125,98338,51.95,251.703018188,5.112,57 4c 01 6f 00 00 00 12 00 00 37 1c 00 48 00 40 f7 c7 00 05 ff fe ff 7e ff d3 00 16 00 28 1a bd 00 01 80 22 00 00 14 4b 43 7b b3 f9 00 00 13 f8
19,912,WL,flash_sample,48,14.128,1,111,1,1,1,1,0,1,1,0,19,14128,0.036112,0.031232,-1.026264,0.052085,-0.031251,-1.364627,-0.49,-0.98,1.19,51.78515625,98343,51.99,251.277603149,5.136,57 4c 01 6f 00 00 00 13 00 00 37 30 00 4a 00 40 f7 c9 00 05 ff fd ff 7d ff f9 ff f2 00 11 1a c9 00 01 80 27 00 00 14 4f 43 7b 47 11 00 00 14 10
20,960,WL,flash_sample,48,14.148,1,111,1,1,1,1,0,1,1,0,20,14148,0.035624,0.03172,-1.026752,0.052085,-0.020834,-1.364627,-1.61,-0.28,2.45,51.80078125,98333,51.78,252.131057739,5.136,57 4c 01 6f 00 00 00 14 00 00 37 44 00 49 00 41 f7 c8 00 05 ff fe ff 7d ff e9 ff fc 00 23 1a cd 00 01 80 1d 00 00 14 3a 43 7c 21 8d 00 00 14 10
21,1008,WL,flash_sample,48,14.168,1,103,1,1,1,0,0,1,1,0,21,14168,0.035624,0.031232,-1.02724,0.041668,-0.020834,-1.375044,-3.01,1.33,3.01,51.75390625,98334,51.83,252.043869019,5.136,57 4c 01 67 00 00 00 15 00 00 37 58 00 49 00 40 f7 c7 00 04 ff fe ff 7c ff d5 00 13 00 2b 1a c1 00 01 80 1e 00 00 14 3f 43 7c 0b 3b 00 00 14 10
22,1056,WL,flash_sample,48,14.188,1,103,1,1,1,0,0,1,1,0,22,14188,0.035624,0.03172,-1.02724,0.052085,-0.031251,-1.333376,-3.15,1.54,2.8,51.77734375,98333,51.87,252.131057739,5.136,57 4c 01 67 00 00 00 16 00 00 37 6c 00 49 00 41 f7 c7 00 05 ff fd ff 80 ff d3 00 16 00 28 1a c7 00 01 80 1d 00 00 14 43 43 7c 21 8d 00 00 14 10
23,1104,WL,flash_sample,48,14.208,1,111,1,1,1,1,0,1,1,0,23,14208,0.035624,0.03172,-1.028216,0.010417,-0.020834,-1.364627,-3.15,1.54,2.8,51.82421875,98335,51.91,251.959320068,5.136,57 4c 01 6f 00 00 00 17 00 00 37 80 00 49 00 41 f7 c5 00 01 ff fe ff 7d ff d3 00 16 00 28 1a d3 00 01 80 1f 00 00 14 47 43 7b f5 96 00 00 14 10
24,1152,WL,flash_sample,48,14.228,1,111,1,1,1,1,0,1,1,0,24,14228,0.035624,0.032208,-1.028216,0.062502,-0.031251,-1.343793,-3.15,1.54,2.8,51.80078125,98334,51.95,252.043869019,5.132,57 4c 01 6f 00 00 00 18 00 00 37 94 00 49 00 42 f7 c5 00 06 ff fd ff 7f ff d3 00 16 00 28 1a cd 00 01 80 1e 00 00 14 4b 43 7c 0b 3b 00 00 14 0c
25,1200,WL,flash_sample,48,14.249,1,110,0,1,1,1,0,1,1,0,25,14249,0.035624,0.032208,-1.027728,0.083336,0.0,-1.343793,-3.08,1.47,2.8,51.7890625,98335,51.99,251.959320068,5.132,57 4c 01 6e 00 00 00 19 00 00 37 a9 00 49 00 42 f7 c6 00 08 00 00 ff 7f ff d4 00 15 00 28 1a ca 00 01 80 1f 00 00 14 4f 43 7b f5 96 00 00 14 0c
26,1248,WL,flash_sample,48,14.268,1,110,0,1,1,1,0,1,1,0,26,14268,0.034648,0.03172,-1.02724,0.020834,0.020834,-1.375044,-3.15,1.47,2.8,51.7890625,98338,52.03,251.703018188,5.132,57 4c 01 6e 00 00 00 1a 00 00 37 bc 00 47 00 41 f7 c7 00 02 00 02 ff 7c ff d3 00 15 00 28 1a ca 00 01 80 22 00 00 14 53 43 7b b3 f9 00 00 14 0c
27,1296,WL,flash_sample,48,14.288,1,102,0,1,1,0,0,1,1,0,27,14288,0.036112,0.03172,-1.027728,0.031251,-0.020834,-1.322959,-3.08,1.54,2.8,51.78125,98341,52.06,251.446716309,5.132,57 4c 01 66 00 00 00 1b 00 00 37 d0 00 4a 00 41 f7 c6 00 03 ff fe ff 81 ff d4 00 16 00 28 1a c8 00 01 80 25 00 00 14 56 43 7b 72 5c 00 00 14 0c
28,1344,WL,flash_sample,48,14.308,1,102,0,1,1,0,0,1,1,0,28,14308,0.036112,0.03172,-1.027728,0.031251,-0.020834,-1.322959,-3.08,1.54,2.8,51.78125,98341,52.06,251.446716309,5.132,57 4c 01 66 00 00 00 1c 00 00 37 e4 00 4a 00 41 f7 c6 00 03 ff fe ff 81 ff d4 00 16 00 28 1a c8 00 01 80 25 00 00 14 56 43 7b 72 5c 00 00 14 0c
29,1392,WL,flash_sample,48,14.328,1,102,0,1,1,0,0,1,1,0,29,14328,0.036112,0.03172,-1.027728,0.031251,-0.020834,-1.322959,-3.08,1.54,2.8,51.78125,98341,52.06,251.446716309,5.132,57 4c 01 66 00 00 00 1d 00 00 37 f8 00 4a 00 41 f7 c6 00 03 ff fe ff 81 ff d4 00 16 00 28 1a c8 00 01 80 25 00 00 14 56 43 7b 72 5c 00 00 14 0c
30,1440,WL,flash_sample,48,14.348,1,102,0,1,1,0,0,1,1,0,30,14348,0.036112,0.03172,-1.027728,0.031251,-0.020834,-1.322959,-3.08,1.54,2.8,51.78125,98341,52.06,251.446716309,5.132,57 4c 01 66 00 00 00 1e 00 00 38 0c 00 4a 00 41 f7 c6 00 03 ff fe ff 81 ff d4 00 16 00 28 1a c8 00 01 80 25 00 00 14 56 43 7b 72 5c 00 00 14 0c
31,1488,WL,flash_sample,48,14.37,1,110,0,1,1,1,0,1,1,0,31,14370,0.035624,0.03172,-1.026752,0.041668,0.0,-1.302125,-0.21,0.07,-0.28,51.80859375,98346,52.09,251.02130127,5.132,57 4c 01 6e 00 00 00 1f 00 00 38 22 00 49 00 41 f7 c8 00 04 00 00 ff 83 ff fd 00 01 ff fc 1a cf 00 01 80 2a 00 00 14 59 43 7b 05 74 00 00 14 0c
32,1536,WL,flash_sample,48,14.388,1,110,0,1,1,1,0,1,1,0,32,14388,0.035624,0.03172,-1.026752,0.041668,0.0,-1.302125,-0.21,0.07,-0.28,51.80859375,98346,52.09,251.02130127,5.132,57 4c 01 6e 00 00 00 20 00 00 38 34 00 49 00 41 f7 c8 00 04 00 00 ff 83 ff fd 00 01 ff fc 1a cf 00 01 80 2a 00 00 14 59 43 7b 05 74 00 00 14 0c
33,1584,WL,flash_sample,48,14.408,1,110,0,1,1,1,0,1,1,0,33,14408,0.035624,0.03172,-1.026752,0.041668,0.0,-1.302125,-0.21,0.07,-0.28,51.80859375,98346,52.09,251.02130127,5.132,57 4c 01 6e 00 00 00 21 00 00 38 48 00 49 00 41 f7 c8 00 04 00 00 ff 83 ff fd 00 01 ff fc 1a cf 00 01 80 2a 00 00 14 59 43 7b 05 74 00 00 14 0c
34,1632,WL,flash_sample,48,14.428,1,110,0,1,1,1,0,1,1,0,34,14428,0.035624,0.03172,-1.026752,0.041668,0.0,-1.302125,-0.21,0.07,-0.28,51.80859375,98346,52.09,251.02130127,5.132,57 4c 01 6e 00 00 00 22 00 00 38 5c 00 49 00 41 f7 c8 00 04 00 00 ff 83 ff fd 00 01 ff fc 1a cf 00 01 80 2a 00 00 14 59 43 7b 05 74 00 00 14 0c
35,1680,WL,flash_sample,48,14.448,1,110,0,1,1,1,0,1,1,0,35,14448,0.035624,0.03172,-1.026752,0.041668,0.0,-1.302125,-0.21,0.07,-0.28,51.80859375,98346,52.09,251.02130127,5.132,57 4c 01 6e 00 00 00 23 00 00 38 70 00 49 00 41 f7 c8 00 04 00 00 ff 83 ff fd 00 01 ff fc 1a cf 00 01 80 2a 00 00 14 59 43 7b 05 74 00 00 14 0c
36,1728,WL,flash_sample,48,14.468,1,110,0,1,1,1,0,1,1,0,36,14468,0.035624,0.03172,-1.026752,0.041668,0.0,-1.302125,-0.21,0.07,-0.28,51.80859375,98346,52.09,251.02130127,5.132,57 4c 01 6e 00 00 00 24 00 00 38 84 00 49 00 41 f7 c8 00 04 00 00 ff 83 ff fd 00 01 ff fc 1a cf 00 01 80 2a 00 00 14 59 43 7b 05 74 00 00 14 0c
37,1776,WL,flash_sample,48,14.488,1,110,0,1,1,1,0,1,1,0,37,14488,0.035624,0.03172,-1.026752,0.041668,0.0,-1.302125,-0.21,0.07,-0.28,51.80859375,98346,52.09,251.02130127,5.132,57 4c 01 6e 00 00 00 25 00 00 38 98 00 49 00 41 f7 c8 00 04 00 00 ff 83 ff fd 00 01 ff fc 1a cf 00 01 80 2a 00 00 14 59 43 7b 05 74 00 00 14 0c
38,1824,WL,flash_sample,48,14.508,1,110,0,1,1,1,0,1,1,0,38,14508,0.035624,0.032208,-1.026264,0.052085,-0.020834,-1.333376,-0.21,0.0,-0.35,51.7890625,98346,52.09,251.02130127,5.132,57 4c 01 6e 00 00 00 26 00 00 38 ac 00 49 00 42 f7 c9 00 05 ff fe ff 80 ff fd 00 00 ff fb 1a ca 00 01 80 2a 00 00 14 59 43 7b 05 74 00 00 14 0c
39,1872,WL,flash_sample,48,14.528,1,110,0,1,1,1,0,1,1,0,39,14528,0.035624,0.032208,-1.026264,0.052085,-0.020834,-1.333376,-0.21,0.0,-0.35,51.7890625,98346,52.09,251.02130127,5.132,57 4c 01 6e 00 00 00 27 00 00 38 c0 00 49 00 42 f7 c9 00 05 ff fe ff 80 ff fd 00 00 ff fb 1a ca 00 01 80 2a 00 00 14 59 43 7b 05 74 00 00 14 0c
40,1920,WL,flash_sample,48,14.55,1,110,0,1,1,1,0,1,1,0,40,14550,0.035624,0.032208,-1.025776,0.041668,0.010417,-1.333376,-0.21,0.07,-0.35,51.83203125,98395,51.86,246.8412323,5.14,57 4c 01 6e 00 00 00 28 00 00 38 d6 00 49 00 42 f7 ca 00 04 00 01 ff 80 ff fd 00 01 ff fb 1a d5 00 01 80 5b 00 00 14 42 43 76 d7 5b 00 00 14 14
41,1968,WL,flash_sample,48,14.568,1,110,0,1,1,1,0,1,1,0,41,14568,0.035624,0.032208,-1.025776,0.041668,0.010417,-1.333376,-0.21,0.07,-0.35,51.83203125,98395,51.86,246.8412323,5.14,57 4c 01 6e 00 00 00 29 00 00 38 e8 00 49 00 42 f7 ca 00 04 00 01 ff 80 ff fd 00 01 ff fb 1a d5 00 01 80 5b 00 00 14 42 43 76 d7 5b 00 00 14 14
42,2016,WL,flash_sample,48,14.588,1,110,0,1,1,1,0,1,1,0,42,14588,0.035624,0.032208,-1.025776,0.041668,0.010417,-1.333376,-0.21,0.07,-0.35,51.83203125,98395,51.86,246.8412323,5.14,57 4c 01 6e 00 00 00 2a 00 00 38 fc 00 49 00 42 f7 ca 00 04 00 01 ff 80 ff fd 00 01 ff fb 1a d5 00 01 80 5b 00 00 14 42 43 76 d7 5b 00 00 14 14
43,2064,WL,flash_sample,48,14.608,1,110,0,1,1,1,0,1,1,0,43,14608,0.035624,0.032208,-1.025776,0.041668,0.010417,-1.333376,-0.21,0.07,-0.35,51.83203125,98395,51.86,246.8412323,5.14,57 4c 01 6e 00 00 00 2b 00 00 39 10 00 49 00 42 f7 ca 00 04 00 01 ff 80 ff fd 00 01 ff fb 1a d5 00 01 80 5b 00 00 14 42 43 76 d7 5b 00 00 14 14
44,2112,WL,flash_sample,48,14.633,1,64,0,0,0,0,0,0,1,0,44,14633,0.035136,0.03172,-1.026752,0.052085,-0.031251,-1.375044,-0.21,-0.56,0.28,51.75390625,98395,51.86,246.8412323,5.124,57 4c 01 40 00 00 00 2c 00 00 39 29 00 48 00 41 f7 c8 00 05 ff fd ff 7c ff fd ff f8 00 04 1a c1 00 01 80 5b 00 00 14 42 43 76 d7 5b 00 00 14 04
45,2160,WL,flash_sample,48,14.648,1,102,0,1,1,0,0,1,1,0,45,14648,0.035624,0.031232,-1.02724,0.062502,-0.020834,-1.333376,-1.19,-0.56,2.03,51.828125,98337,51.53,251.787567139,5.136,57 4c 01 66 00 00 00 2d 00 00 39 38 00 49 00 40 f7 c7 00 06 ff fe ff 80 ff ef ff f8 00 1d 1a d4 00 01 80 21 00 00 14 21 43 7b c9 9e 00 00 14 10
46,2208,WL,flash_sample,48,14.668,1,102,0,1,1,0,0,1,1,0,46,14668,0.036112,0.030744,-1.02724,0.072919,0.010417,-1.322959,-2.24,0.21,3.08,51.84765625,98322,51.49,253.069061279,5.136,57 4c 01 66 00 00 00 2e 00 00 39 4c 00 4a 00 3f f7 c7 00 07 00 01 ff 81 ff e0 00 03 00 2c 1a d9 00 01 80 12 00 00 14 1d 43 7d 11 ae 00 00 14 10
47,2256,WL,flash_sample,48,14.688,1,110,0,1,1,1,0,1,1,0,47,14688,0.035624,0.032208,-1.027728,0.010417,0.0,-1.35421,-3.08,1.47,2.87,51.83984375,98325,51.56,252.812774658,5.136,57 4c 01 6e 00 00 00 2f 00 00 39 60 00 49 00 42 f7 c6 00 01 00 00 ff 7e ff d4 00 15 00 29 1a d7 00 01 80 15 00 00 14 24 43 7c d0 12 00 00 14 10
48,2304,WL,flash_sample,48,14.708,1,110,0,1,1,1,0,1,1,0,48,14708,0.035624,0.032208,-1.028704,0.031251,-0.031251,-1.343793,-3.15,1.54,2.8,51.82421875,98325,51.63,252.812774658,5.136,57 4c 01 6e 00 00 00 30 00 00 39 74 00 49 00 42 f7 c4 00 03 ff fd ff 7f ff d3 00 16 00 28 1a d3 00 01 80 15 00 00 14 2b 43 7c d0 12 00 00 14 10
49,2352,WL,flash_sample,48,14.729,1,110,0,1,1,1,0,1,1,0,49,14729,0.035624,0.03172,-1.028216,0.052085,-0.031251,-1.343793,-3.08,1.47,2.87,51.83984375,98329,51.69,252.471908569,5.124,57 4c 01 6e 00 00 00 31 00 00 39 89 00 49 00 41 f7 c5 00 05 ff fd ff 7f ff d4 00 15 00 29 1a d7 00 01 80 19 00 00 14 31 43 7c 78 cf 00 00 14 04
50,2400,WL,flash_sample,48,14.748,1,102,0,1,1,0,0,1,1,0,50,14748,0.035136,0.031232,-1.027728,0.041668,-0.020834,-1.35421,-3.08,1.54,2.8,51.84765625,98327,51.75,252.641021729,5.124,57 4c 01 66 00 00 00 32 00 00 39 9c 00 48 00 40 f7 c6 00 04 ff fe ff 7e ff d4 00 16 00 28 1a d9 00 01 80 17 00 00 14 37 43 7c a4 1a 00 00 14 04
51,2448,WL,flash_sample,48,14.768,1,102,0,1,1,0,0,1,1,0,51,14768,0.035624,0.032208,-1.028704,0.020834,-0.031251,-1.364627,-3.08,1.54,2.73,51.82421875,98330,51.8,252.384719849,5.124,57 4c 01 66 00 00 00 33 00 00 39 b0 00 49 00 42 f7 c4 00 02 ff fd ff 7d ff d4 00 16 00 27 1a d3 00 01 80 1a 00 00 14 3c 43 7c 62 7d 00 00 14 04
52,2496,WL,flash_sample,48,14.788,1,102,0,1,1,0,0,1,1,0,52,14788,0.035136,0.032208,-1.02724,0.020834,-0.010417,-1.364627,-3.15,1.47,2.87,51.8671875,98330,51.85,252.384719849,5.124,57 4c 01 66 00 00 00 34 00 00 39 c4 00 48 00 42 f7 c7 00 02 ff ff ff 7d ff d3 00 15 00 29 1a de 00 01 80 1a 00 00 14 41 43 7c 62 7d 00 00 14 04
53,2544,WL,flash_sample,48,14.808,1,110,0,1,1,1,0,1,1,0,53,14808,0.035624,0.032208,-1.028704,0.041668,0.0,-1.35421,-3.15,1.61,2.8,51.85546875,98333,51.9,252.131057739,5.124,57 4c 01 6e 00 00 00 35 00 00 39 d8 00 49 00 42 f7 c4 00 04 00 00 ff 7e ff d3 00 17 00 28 1a db 00 01 80 1d 00 00 14 46 43 7c 21 8d 00 00 14 04
54,2592,WL,flash_sample,48,14.828,1,110,0,1,1,1,0,1,1,0,54,14828,0.035624,0.032208,-1.028704,0.041668,0.0,-1.35421,-3.15,1.61,2.8,51.85546875,98333,51.9,252.131057739,5.124,57 4c 01 6e 00 00 00 36 00 00 39 ec 00 49 00 42 f7 c4 00 04 00 00 ff 7e ff d3 00 17 00 28 1a db 00 01 80 1d 00 00 14 46 43 7c 21 8d 00 00 14 04
55,2640,WL,flash_sample,48,14.848,1,110,0,1,1,1,0,1,1,0,55,14848,0.035624,0.032208,-1.028704,0.041668,0.0,-1.35421,-3.15,1.61,2.8,51.85546875,98333,51.9,252.131057739,5.124,57 4c 01 6e 00 00 00 37 00 00 3a 00 00 49 00 42 f7 c4 00 04 00 00 ff 7e ff d3 00 17 00 28 1a db 00 01 80 1d 00 00 14 46 43 7c 21 8d 00 00 14 04
56,2688,WL,flash_sample,48,14.868,1,110,0,1,1,1,0,1,1,0,56,14868,0.035624,0.032208,-1.028704,0.041668,0.0,-1.35421,-3.15,1.61,2.8,51.85546875,98333,51.9,252.131057739,5.124,57 4c 01 6e 00 00 00 38 00 00 3a 14 00 49 00 42 f7 c4 00 04 00 00 ff 7e ff d3 00 17 00 28 1a db 00 01 80 1d 00 00 14 46 43 7c 21 8d 00 00 14 04
57,2736,WL,flash_sample,48,14.888,1,102,0,1,1,0,0,1,1,0,57,14888,0.035624,0.03172,-1.026752,0.052085,-0.031251,-1.35421,-0.49,-0.98,1.26,51.875,98369,51.95,249.060745239,5.112,57 4c 01 66 00 00 00 39 00 00 3a 28 00 49 00 41 f7 c8 00 05 ff fd ff 7e ff f9 ff f2 00 12 1a e0 00 01 80 41 00 00 14 4b 43 79 0f 8d 00 00 13 f8
58,2784,WL,flash_sample,48,14.908,1,102,0,1,1,0,0,1,1,0,58,14908,0.035624,0.03172,-1.02724,0.052085,-0.031251,-1.375044,-1.61,-0.28,2.45,51.8671875,98335,51.8,251.959320068,5.112,57 4c 01 66 00 00 00 3a 00 00 3a 3c 00 49 00 41 f7 c7 00 05 ff fd ff 7c ff e9 ff fc 00 23 1a de 00 01 80 1f 00 00 14 3c 43 7b f5 96 00 00 13 f8
59,2832,WL,flash_sample,48,14.928,1,110,0,1,1,1,0,1,1,0,59,14928,0.035136,0.03172,-1.02724,0.020834,0.010417,-1.333376,-3.08,1.33,3.01,51.88671875,98331,51.85,252.300170898,5.12,57 4c 01 6e 00 00 00 3b 00 00 3a 50 00 48 00 41 f7 c7 00 02 00 01 ff 80 ff d4 00 13 00 2b 1a e3 00 01 80 1b 00 00 14 41 43 7c 4c d8 00 00 14 00
60,2880,WL,flash_sample,48,14.948,1,110,0,1,1,1,0,1,1,0,60,14948,0.035136,0.03172,-1.027728,0.041668,-0.010417,-1.333376,-3.15,1.54,2.73,51.87890625,98335,51.9,251.959320068,5.12,57 4c 01 6e 00 00 00 3c 00 00 3a 64 00 48 00 41 f7 c6 00 04 ff ff ff 80 ff d3 00 16 00 27 1a e1 00 01 80 1f 00 00 14 46 43 7b f5 96 00 00 14 00
61,2928,WL,flash_sample,48,14.968,1,110,0,1,1,1,0,1,1,0,61,14968,0.035624,0.032208,-1.02724,0.072919,0.0,-1.364627,-3.08,1.54,2.8,51.8828125,98331,51.94,252.300170898,5.12,57 4c 01 6e 00 00 00 3d 00 00 3a 78 00 49 00 42 f7 c7 00 07 00 00 ff 7d ff d4 00 16 00 28 1a e2 00 01 80 1b 00 00 14 4a 43 7c 4c d8 00 00 14 00
